Player,embedding
Lars Eller,"[0.11223098825648024,0.1317607902576869,0.1231518197625446,0.14882297505671255,0.09771020889163692,0.08776035721286948,0.11939809918708326,0.14806444369253496,0.10904112044530588,0.09723342689652167,0.10762248184269266,0.10182279903140772,0.08983278278805036,0.12913229775408666,0.06776361960661385,0.16113043798506885,0.14182769416806262,0.03609328752341654,0.17493225298554702,0.11808091494422253,0.1347506595021986,0.0965074520663997,0.14947481228738047,0.15262534574084466,0.1424904542161623,0.09178968150771258,0.06392877814000224,0.1638794277998865,0.09851182603618776,0.12678849233146555,0.1169433005363687,0.09287109113078391,0.1544992797721302,0.14604306830819408,0.182240297793828,0.10033165268208886,0.135357668870979,0.08882690391092166,0.10557771976678522,0.14769173197076918,0.09887340335530914,0.12939209524984577,0.11770827566404626,0.11963114078338795,0.12190736826806754,0.105249720436956,0.09800871994659169,0.15604502092839598,0.09503616347197442,0.14936325939710884,0.14660008845798753,0.07031354740019391,0.10338711617672806,0.1145978176485826,0.15080651573746082,0.09569170485692088,0.16168603086562489,0.0945593271811798,0.15298783344324327,0.18722255325707335,0.13395646771756475,0.08313578323747793,0.1764204610438518,0.09292360220643815]"
Tom Wilson,"[0.11223467019031784,0.13174132624864504,0.12312536681756878,0.1487945371353219,0.09772491506735206,0.08780070249127558,0.11942972989360043,0.1480807269971301,0.10906951880242155,0.09724558847478029,0.10767893398124954,0.10182213874459896,0.08985528421467559,0.1291764871879889,0.06777743725918209,0.161099067274905,0.1417887492937159,0.036116140418576796,0.17487090045907716,0.11804735326422805,0.13469793501265703,0.09657122257222736,0.14949963671055236,0.15259127347762222,0.14246512429093477,0.09183969136454813,0.06395029829318977,0.1638785968061082,0.09852528301049512,0.12674631479061654,0.11699832210059335,0.09282487842021778,0.15450722151180138,0.1460064236951592,0.18220462452015673,0.10035318474514655,0.13539754012724783,0.08885847395190852,0.10560880284099054,0.14765280650821908,0.09887691634722254,0.12942237102541634,0.11772120142413005,0.11964541119575955,0.12192339897195177,0.10522571851558436,0.09806862631850713,0.15598480680640897,0.09509767124590933,0.14934000108085882,0.14663505476158037,0.0703542232467643,0.10337456826486588,0.11460455401272358,0.1508310175435273,0.09572950489187121,0.161710312355099,0.09462396587375727,0.15299706731141616,0.18717760699190947,0.1339160814224272,0.0831705778979674,0.17634372403807672,0.09293695846918829]"
Brett Connolly,"[0.11227732090567308,0.1314990709163921,0.12283596681605538,0.14846144607306527,0.09787811790906029,0.08823297560164314,0.11978921978193385,0.14828132856031925,0.10937322156129176,0.09736787776943993,0.1083250298798548,0.10179685748744428,0.09009727961837447,0.12963314686634775,0.06793008683574629,0.1607741920771778,0.14132310352517155,0.03634602638384892,0.1741769112564741,0.11765979304330833,0.13408991599697756,0.09727271159136669,0.14978767693158196,0.1521869214288517,0.1421777266691009,0.09238722923863947,0.06418245159386504,0.16391153895295466,0.09862707382328592,0.12628811478718086,0.1176372542141248,0.09230975737406562,0.15461897388568352,0.14558345323261845,0.18180439883765268,0.10056245928059683,0.1358672538664574,0.08920241895652128,0.10594046127973365,0.14722850529253337,0.0989170456307154,0.12980646174020657,0.11788936470083769,0.11979866006288821,0.12209519927018253,0.10494350983254486,0.09869569590975281,0.1553118163026603,0.09579458923258474,0.14910356857306806,0.14703264489263532,0.07079996601365435,0.10321421237246374,0.1146870566344857,0.1510982945744766,0.09615734372699639,0.16201791742990884,0.09537165216790802,0.1531239675153812,0.1866786777912495,0.133487902064798,0.08353023794837515,0.1754540658156824,0.09308012383215059]"
Jay Beagle,"[0.1122325716452956,0.131750708193038,0.123141522789945,0.14881032180179282,0.09771527276624839,0.08777564340593165,0.11941122571293201,0.14807255667717087,0.10905202127829147,0.09723766062561336,0.10764691750251457,0.10182095234949663,0.08984164903561233,0.1291478596799864,0.06776912615594524,0.16111935152419835,0.141809441178222,0.03610071015664271,0.17490655917635167,0.11806618464681592,0.13472725580620362,0.09653307452664482,0.14948571213361403,0.15260972304136702,0.1424799478220176,0.09180941975536142,0.06393695148385463,0.1638825428197447,0.09851388542659463,0.1267721715504578,0.11696801241992075,0.09285220834459747,0.15450399887658067,0.1460272017292867,0.1822257008975436,0.10033809481951135,0.13537606729871918,0.08883902875262178,0.1055894113106646,0.14767653498673727,0.0988753215853112,0.12940839277310562,0.11771551686749336,0.1196364617052216,0.12191338272856116,0.10523898137579614,0.09803027607694194,0.1560203226584208,0.09506193314929998,0.14935578836151944,0.14661503775368584,0.0703292411091934,0.10338026211209422,0.11460098854883768,0.1508163529403622,0.09570740499847734,0.1616988812006231,0.09458790439086771,0.15299348735758633,0.18720457668087456,0.1339415736265311,0.08314771988664489,0.17638659067799164,0.09292849157815615]"
Jeff Petry,"[0.11225772689798086,0.13162371844886933,0.12296273326912623,0.14861905145230328,0.09781609980017185,0.0880466995028998,0.11962609294877646,0.14818064948320225,0.10924132026531416,0.09731820071224304,0.10802413143681217,0.10181985003910192,0.08999053177472219,0.12944514527884105,0.06786249981954683,0.16090860679896377,0.14154987793700496,0.03625600558722744,0.17449471797000343,0.11784171010045572,0.13437755701458395,0.09695951547161628,0.14965292179821996,0.15238145694626776,0.14230827207973681,0.09214539300352002,0.06408234932676003,0.16387209336293776,0.09860568453405269,0.12648827900550583,0.11733338532263145,0.09254179298077904,0.15455843940971653,0.14578049305188978,0.18198517000328177,0.10048503267128595,0.13564077162631274,0.08905308276715014,0.10579819938831883,0.147414875552135,0.0988954563173657,0.12960545306801258,0.11779982777966552,0.1197333933816014,0.12202175741073296,0.10507725981626882,0.0984338094644741,0.15561603321523979,0.09547608481099142,0.14919558188589332,0.14684890594841213,0.07060589896173491,0.10329908381963286,0.11464722824129074,0.1509791272927079,0.09596297969925019,0.16185860566442864,0.09501905967362805,0.1530536459132864,0.18690118307529202,0.13366961532342236,0.08338455094470827,0.1758740093451053,0.09301999488609214]"
Mark Barberio,"[0.11228961329084691,0.13145133587182115,0.12274788864508168,0.14837394287573502,0.09793210262685244,0.08836540749635116,0.1198935465955001,0.1483255960946099,0.10946299755234312,0.09740743780981369,0.10849633340160769,0.10180657613056257,0.09016582538914157,0.12978259306831288,0.06797587538100401,0.1606685975806238,0.14121102872573274,0.036428353350145874,0.173984224915456,0.11755804202587795,0.1339369207576384,0.09747356177432627,0.14986537654120152,0.15208536378549056,0.14209438861307305,0.09254868123369034,0.06425466667663887,0.16388813516357364,0.09868377265550665,0.12615010988149833,0.11779690129999038,0.09216296321573171,0.15464125419277786,0.1454686398088312,0.18168896553970593,0.10064291863848976,0.1359814306833753,0.08930905257296068,0.10604249342726389,0.1471019268038515,0.09892024411203221,0.12987811034285712,0.11791961353171375,0.11984761267445455,0.12214916595983648,0.10486924957538526,0.09889794459670895,0.1551205637063097,0.09599026054381656,0.14901515207942329,0.1471395357637661,0.07093917838495839,0.10318615253348236,0.1147092741746122,0.15117322964971378,0.0962800128595242,0.16207899246652785,0.09556439243760793,0.1531438187005331,0.1865314169297946,0.13335289649427845,0.08365431609137132,0.17522379654028578,0.09312826392090826]"
Paul Byron,"[0.11224877050911945,0.131657241336025,0.12303357210036266,0.1486842707390195,0.09777173318332989,0.08793667688234355,0.11954645080932332,0.14814978162743866,0.10916552029531075,0.09728294179868392,0.10789126682769902,0.10180958763647442,0.08993240206719086,0.1293167504583867,0.06782632313044297,0.16099948557184823,0.14163198987493095,0.03618472871129099,0.17464579582714032,0.11791950519889642,0.1344966741743215,0.09679610296383383,0.14959488578688115,0.15245614175338562,0.14237209785301788,0.09201426693305116,0.06402342642527464,0.16389924166462677,0.09854832400365447,0.12660121602187852,0.11721083569919798,0.0926586134892115,0.15454770858860517,0.14586757670315964,0.1820758107326683,0.10041404312072359,0.1355552060593567,0.0889672759979201,0.10571296498921352,0.14751816817627642,0.09889125722423675,0.12955757076488456,0.11778113624481087,0.1196935223262722,0.12197740992703564,0.10513204286204436,0.09826245530667994,0.15576779862057963,0.09532423317367393,0.1492696765239884,0.14676538105691744,0.07049530776416918,0.10331799364461225,0.11463249241452558,0.15091685619131076,0.09586831442609957,0.16181809910279063,0.09487119903712894,0.1530435206541986,0.1870182488816254,0.13378271194811975,0.08328009784012992,0.17605033954002403,0.0929816066947312]"
Phillip Danault,"[0.11223907721315096,0.13171410448086146,0.12309800846521407,0.14876013589997708,0.09773834735876605,0.0878407033888748,0.11946551779422966,0.14810301897138856,0.10909780400157507,0.09725606578734759,0.10774442282645469,0.10181707263013157,0.08987812988435769,0.12921658917203058,0.06779214876189567,0.1610706612047262,0.14173916466920708,0.036135163776260866,0.1748022632616805,0.11800773633209212,0.13463555441967642,0.09663870792839453,0.14952928542819838,0.15254876293916647,0.1424367200182187,0.09189187484465448,0.06397190610749065,0.163887882024665,0.0985290186079539,0.12670322933684178,0.11706454202108209,0.09277449355224271,0.15452107247567928,0.14596348939542314,0.18216560919789526,0.10036952161181574,0.13544712648123636,0.08889084772657527,0.10563938393313876,0.1476127593918597,0.09888145511527832,0.12946666738704274,0.11774107773145014,0.11965960587923032,0.12193931797189189,0.10519640154227906,0.09812454212806626,0.15591909982751986,0.09516697000257782,0.14932041383865288,0.14667514513489147,0.07039629880160408,0.10335599818392371,0.11461352445207819,0.15085673249045145,0.09577193899471566,0.16174560294473758,0.09470068955695803,0.1530128502577446,0.18712972022947438,0.13387723965266035,0.08320176859804065,0.17625281062387657,0.09295007313998009]"
Alexander Radulov,"[0.11225429633296051,0.13163047871540884,0.12299559591579218,0.14864323848218322,0.09779331772781036,0.08799360385736636,0.11959279164672965,0.14817299518988944,0.10920491922866532,0.0972994545724328,0.10797128830750802,0.10180966444724746,0.08996320185616931,0.12937877887423757,0.06784626846005783,0.16095565781273685,0.14157656763864696,0.03621723835656065,0.17455843483786646,0.11787173848957745,0.13442304204855557,0.09688574462462946,0.1496308995686336,0.1524072209344336,0.14233518894162345,0.09208516570357494,0.0640542249680978,0.16389722422782724,0.09856663550063166,0.12654134754798443,0.11728810496714577,0.09259281117120334,0.15456025402331694,0.14581474791112384,0.18202462041904963,0.10044478358772511,0.1356114458461889,0.08901286485390339,0.10575676367490858,0.14746301757983007,0.0988947950862116,0.12959937988857004,0.11779925364933197,0.11971416073099596,0.12200036103950868,0.10509720750173061,0.09834695399695402,0.1556821585598103,0.09541260181761724,0.14923551960845338,0.14681498493870207,0.0705545183650889,0.1033009571496043,0.11464283773373411,0.1509507886085144,0.09592311058474982,0.16185235058993733,0.09496267921435064,0.15305666249550576,0.18695381058157381,0.13372564551993568,0.08333015119946258,0.1759415884488076,0.09300133375049527]"
Shea Weber,"[0.11224642817759002,0.13167288201336913,0.12304834904540453,0.148703257860787,0.09776478883189478,0.08791499509790643,0.11952713930050146,0.14813726771821067,0.10915002441617892,0.09727726343555122,0.10785505981004646,0.10181299545194233,0.08991974768962195,0.12929527365866028,0.06781839584589994,0.16101481955452268,0.1416597229396523,0.03617477426691636,0.1746835909778459,0.11794142850311974,0.1345315767145779,0.09675905456568683,0.14957868766558804,0.15247976018935502,0.14238750010095505,0.09198583568075355,0.06401180748529943,0.16389316768942003,0.09854696067883206,0.1266246141586031,0.11717387041943905,0.09268614003371632,0.15454007152090654,0.145891163378909,0.18209712890046215,0.10040572143249794,0.13552750919568637,0.08894991150347144,0.10569640752927899,0.14753998166082627,0.0988883644313122,0.12953214950824354,0.11776976475498724,0.11968597810637872,0.12196889320216342,0.10514816639605093,0.09823242209948391,0.15580382340088017,0.09528634674139641,0.14927968741441805,0.14674329526794105,0.07047280173037095,0.10332877770312306,0.11462768030060788,0.15090266840125474,0.0958452778998965,0.16179805813485068,0.09482857330278525,0.15303447440205506,0.187044338817048,0.13380367873925003,0.08326372185936748,0.17610095746936386,0.09297476190974535]"
Artturi Lehkonen,"[0.11223647096087903,0.13173042816768438,0.12311337618846581,0.1487803177925249,0.09773103427842464,0.08781858532447333,0.11944475977550548,0.14808958192235142,0.10908219633899119,0.0972506714325986,0.10770655503310832,0.10182053572795918,0.0898655245234281,0.12919504838151272,0.06778381914369982,0.16108585604578204,0.14176851614117875,0.03612522229110139,0.17484159063538224,0.11803075167413557,0.13467168274637958,0.09660072483546539,0.14951195494727737,0.1525738467715518,0.1424530654416669,0.0918625339195993,0.06395986851422343,0.16388110315414534,0.0985286392591748,0.1267273319314776,0.11702597022798669,0.09280322236602997,0.154512223210062,0.14598845962373622,0.18218785068532242,0.10036126737747321,0.1354180100015526,0.08887262827093965,0.10562249009231592,0.14763515463642687,0.09887892863554122,0.1294398670997134,0.11772893062536038,0.11965166784982567,0.12193046161113509,0.10521365315930804,0.09809419984176437,0.15595647510328212,0.09512707889376786,0.14933077503167586,0.14665198718592531,0.07037255698618253,0.10336726286251505,0.11460809708249403,0.15084231782193175,0.0957474788679232,0.16172416164798226,0.09465609169133107,0.1530030064115246,0.18715683425437357,0.1338985328167733,0.0831849683298992,0.1763056215080897,0.09294277570663727]"
Max Pacioretty,"[0.11224771753685028,0.13166470817908513,0.12303824616988406,0.148692299167107,0.09777010811326299,0.0879307155675805,0.11953885663046916,0.14814366418626043,0.10916134321810585,0.09728220255814272,0.1078772074189467,0.10181214781924171,0.08992891155444308,0.12931245797553814,0.06782361441104734,0.1610024350414913,0.14164433884514988,0.03618347332437187,0.17465959075128196,0.11792829062467845,0.13451034381965254,0.09678421354294706,0.14958806801889227,0.1524664907936044,0.1423779610523802,0.09200527753858319,0.06402001671915447,0.1638934792393435,0.09855214010449888,0.1266082639223613,0.1171958214530014,0.09266826643265133,0.15454275253628544,0.14587708156967696,0.18208335384432323,0.1004137668178373,0.13554333774717775,0.08896179700924776,0.1057085079542296,0.14752480574626756,0.09889033659753797,0.12954475817000163,0.11777505453478843,0.11969129114565948,0.12197496182914469,0.10513902071601297,0.09825567304235182,0.15578034198191934,0.0953099578454196,0.1492712484388205,0.14675692754399317,0.0704879799731587,0.10332338744944912,0.11463000110080541,0.15091247607767136,0.0958595488665998,0.16180783292931603,0.09485409855428387,0.15303819949819045,0.1870269910546189,0.13378797742789106,0.08327676490746891,0.17607052543538598,0.09297957355309677]"
James van Riemsdyk,"[0.11224150713450085,0.1317052223528118,0.1230795949853163,0.14874290952029323,0.09774989720256767,0.08786906182794363,0.1194865814888459,0.14811134822622543,0.10911725203749457,0.09726501173204397,0.1077792197217733,0.10181970499422237,0.0898930011954956,0.12924947043065674,0.0678016253127675,0.16104750574639512,0.14171741933574927,0.03615336428434154,0.1747629250838192,0.11798731157343043,0.13460451102309576,0.0966809674812777,0.14954472191803286,0.15252898397448167,0.14241992228791378,0.09192584779147034,0.06398718696934878,0.16388127937202318,0.09854322515942461,0.12667402649904574,0.11709666763327559,0.09274403355883931,0.15452439791150718,0.14594056153410623,0.18214199486631424,0.10038764038908365,0.13546972645371966,0.08891320000496823,0.10566134116739448,0.14758606236150096,0.09888237172646647,0.12947961079490822,0.1177462699033914,0.11966999358321391,0.12195083715013585,0.10518185240930066,0.09816850826027264,0.1558796310934964,0.09520677860141775,0.14930129081446228,0.14669702429485504,0.07042518425531384,0.10335096702137159,0.11461761450286384,0.15087278093796544,0.09579685207892094,0.16175664193750725,0.09473945392706863,0.15301586141061788,0.18709932122716538,0.13384817390122536,0.08322868855041218,0.17620672795985884,0.09296014678932082]"
