first_player,second_player,faceoffs_together_count
Sean Monahan,Evgeny Kuznetsov,6
Nathan MacKinnon,Evgeny Kuznetsov,6
Sean Couturier,Jay Beagle,6
Evgeny Kuznetsov,Phillip Danault,6
Carl Soderberg,Nazem Kadri,6
Eric Staal,Jeff Carter,6
Eric Staal,Anze Kopitar,6
Matt Duchene,Bo Horvat,6
Adam Henrique,Bo Horvat,6
Sean Monahan,Bo Horvat,6
Adam Lowry,Brandon Sutter,6
Anze Kopitar,Brandon Sutter,6
Tyler Bozak,Boone Jenner,6
Mikael Backlund,Boone Jenner,6
Tyler Bozak,Pierre-Luc Dubois,6
Sean Couturier,Pierre-Luc Dubois,6
Tyler Bozak,Leon Draisaitl,6
Jonathan Toews,Leon Draisaitl,6
Ryan O'Reilly,Ryan Nugent-Hopkins,6
Adam Henrique,Sidney Crosby,6
Nazem Kadri,Nick Bonino,6
Derek Grant,Nick Bonino,6
Mikael Backlund,Jamie Benn,6
Mikael Backlund,Tyler Seguin,6
Nick Foligno,Jason Spezza,6
Nick Bonino,Ryan Strome,6
Nicklas Backstrom,Brock Nelson,6
Evgeny Kuznetsov,John Tavares,6
Carl Soderberg,Casey Cizikas,6
Nicklas Backstrom,Nick Shore,6
Phillip Danault,Nick Shore,6
Boone Jenner,Mathew Barzal,6
Eric Staal,Derek Stepan,6
Boone Jenner,Derek Stepan,6
Jack Eichel,Carl Soderberg,5
Adam Henrique,Nathan MacKinnon,5
Ryan Getzlaf,Andrew Copp,5
Derek Grant,Andrew Copp,5
Jonathan Toews,Andrew Copp,5
Carl Soderberg,Adam Lowry,5
Claude Giroux,Jordan Staal,5
Derek Grant,Jordan Staal,5
Ryan Getzlaf,Eric Staal,5
Adam Henrique,Eric Staal,5
Ryan O'Reilly,Elias Lindholm,5
Gabriel Landeskog,Elias Lindholm,5
Mark Scheifele,Sean Monahan,5
Carl Soderberg,Nicklas Backstrom,5
Jonathan Toews,Nicklas Backstrom,5
Pierre-Edouard Bellemare,Nicklas Backstrom,5
Nathan MacKinnon,Nicklas Backstrom,5
Jordan Staal,Nicklas Backstrom,5
Ryan O'Reilly,Nicklas Backstrom,5
Jordan Staal,Lars Eller,5
Mark Scheifele,Jay Beagle,5
Riley Nash,Tyler Bozak,5
Carl Soderberg,Tyler Bozak,5
Eric Staal,Tyler Bozak,5
Phillip Danault,Tyler Bozak,5
Adam Lowry,Nazem Kadri,5
Derek Grant,Bo Horvat,5
Eric Staal,Markus Granlund,5
Blake Wheeler,Brandon Sutter,5
Claude Giroux,Boone Jenner,5
Claude Giroux,Alexander Kerfoot,5
Lars Eller,Alexander Kerfoot,5
Nick Foligno,Alexander Kerfoot,5
Claude Giroux,Leon Draisaitl,5
Jeff Carter,Ryan Nugent-Hopkins,5
Jonathan Toews,Sidney Crosby,5
Derek Grant,Sidney Crosby,5
Ryan Getzlaf,Nick Bonino,5
Nathan MacKinnon,Jamie Benn,5
Sean Monahan,Tyler Seguin,5
Phillip Danault,Tyler Seguin,5
Eric Staal,Tyler Seguin,5
Adam Lowry,Jason Dickinson,5
Nicklas Backstrom,Ryan Strome,5
Jack Eichel,Brock Nelson,5
Ryan O'Reilly,Brock Nelson,5
Claude Giroux,John Tavares,5
Nicklas Backstrom,John Tavares,5
Claude Giroux,Josh Bailey,5
Leon Draisaitl,Casey Cizikas,5
Michael Raffl,Nick Shore,5
Lars Eller,Nick Shore,5
Jonathan Toews,Nic Dowd,5
Evgeny Kuznetsov,Derek Stepan,5
Mark Scheifele,Sam Lafferty,5
Adam Henrique,Sam Lafferty,5
Jeff Carter,David Gustafsson,5
Lias Andersson,J.C. Beaudin,5
Christoffer Ehn,Nikolai Prokhorkin,5
Brandon Sutter,Nikolai Prokhorkin,5
Chris Tierney,Eetu Luostarinen,5
J.C. Beaudin,Eetu Luostarinen,5
Joel Eriksson Ek,Chris Tierney,5
John Tavares,Chris Tierney,5
Adam Henrique,Logan Couture,5
Mikko Koivu,Logan Couture,5
J.T. Miller,Logan Couture,5
Bryan Little,Logan Couture,5
Leon Draisaitl,Tomas Hertl,5
Matt Duchene,Tomas Hertl,5
Bo Horvat,Tomas Hertl,5
Tyler Bozak,Patrice Bergeron,5
Steven Stamkos,Patrice Bergeron,5
Tyler Johnson,Patrice Bergeron,5
Adam Henrique,Patrice Bergeron,5
Nathan MacKinnon,Patrice Bergeron,5
Chris Tierney,David Krejci,5
Logan Couture,David Krejci,5
Mark Scheifele,Noel Acciari,5
Connor McDavid,Noel Acciari,5
Leo Komarov,Noel Acciari,5
Jack Eichel,Noel Acciari,5
Yanni Gourde,Noel Acciari,5
Matt Duchene,Valtteri Filppula,5
Connor McDavid,Valtteri Filppula,5
Marcus Johansson,Valtteri Filppula,5
Bo Horvat,Valtteri Filppula,5
Sean Monahan,Nico Hischier,5
Jordan Staal,Nico Hischier,5
Mark Letestu,Nico Hischier,5
Ryan O'Reilly,Derick Brassard,5
Radek Faksa,Jean-Gabriel Pageau,5
Ryan O'Reilly,Jean-Gabriel Pageau,5
Carl Soderberg,Kyle Turris,5
Jay Beagle,Jacob de la Rose,5
Derek Ryan,Jacob de la Rose,5
Alexander Kerfoot,T.J. Oshie,5
Brock Nelson,Nick Bjugstad,5
Nick Bonino,Vincent Trocheck,5
Noel Acciari,J.T. Compher,5
Derek Grant,J.T. Compher,5
Eric Staal,J.T. Compher,5
Sean Monahan,J.T. Compher,5
Nazem Kadri,Ryan Johansen,5
Eric Staal,Ryan Johansen,5
Anze Kopitar,Ryan Johansen,5
Jeff Carter,Ryan Johansen,5
Auston Matthews,Sean Kuraly,5
Jean-Gabriel Pageau,Sean Kuraly,5
Steven Stamkos,Sean Kuraly,5
Travis Zajac,Sean Kuraly,5
Travis Zajac,Jared McCann,5
Joe Pavelski,Jared McCann,5
Yanni Gourde,Henrik Borgstrom,5
Claude Giroux,Logan Brown,5
Jacob de la Rose,Logan Brown,5
Anthony Cirelli,Casey Mittelstadt,5
Evgeny Kuznetsov,Casey Mittelstadt,5
Lucas Wallmark,Brady Tkachuk,5
Tyler Bozak,Gaetan Haas,5
Logan Couture,Cody Glass,5
Joe Thornton,Cody Glass,5
Jason Spezza,Carter Verhaeghe,5
Cedric Paquette,Brett Howden,5
Lucas Wallmark,Brett Howden,5
Brady Tkachuk,Brett Howden,5
Yanni Gourde,Brett Howden,5
Sean Kuraly,Brett Howden,5
Kevin Rooney,Brett Howden,5
Andrew Copp,Brett Howden,5
Radek Faksa,Teddy Blueger,5
Eric Staal,Jesperi Kotkaniemi,5
Ryan O'Reilly,Jesperi Kotkaniemi,5
Ryan Getzlaf,Roope Hintz,5
Dylan Larkin,Roope Hintz,5
Paul Stastny,Sam Steel,5
Markus Granlund,Connor Bunnaman,5
Bo Horvat,Jack Hughes,5
Brandon Sutter,Jack Hughes,5
Ryan Nugent-Hopkins,Jack Hughes,5
Mark Jankowski,Jack Hughes,5
Adam Lowry,Jack Hughes,5
Claude Giroux,Jack Hughes,5
Carl Soderberg,Jack Hughes,5
Mika Zibanejad,Jack Hughes,5
Brett Howden,Jack Hughes,5
Gaetan Haas,Jack Hughes,5
Johan Larsson,Jack Hughes,5
Evgeny Kuznetsov,Rhett Gardner,5
Brayden Schenn,Rhett Gardner,5
William Karlsson,Blake Lizotte,5
David Kampf,Blake Lizotte,5
J.T. Miller,Blake Lizotte,5
Radek Faksa,Sam Lafferty,5
Jeff Carter,Paul Stastny,5
Nick Shore,Paul Stastny,5
Alexander Wennberg,Paul Stastny,5
Pierre-Luc Dubois,Paul Stastny,5
Adam Henrique,Paul Stastny,5
Pierre-Edouard Bellemare,Paul Stastny,5
Kevin Hayes,Paul Stastny,5
Sidney Crosby,Paul Stastny,5
Sean Monahan,Paul Stastny,5
Sean Couturier,Cody Eakin,5
Jeff Carter,Nick Paul,5
Casey Cizikas,Nick Paul,5
Anze Kopitar,Nate Thompson,5
Kevin Hayes,Nate Thompson,5
Nick Schmaltz,Nate Thompson,5
Nick Shore,Nate Thompson,5
Ryan O'Reilly,Nate Thompson,5
Andreas Athanasiou,Nate Thompson,5
John Tavares,Nate Thompson,5
Riley Nash,Ivan Barbashev,5
Phillip Danault,Ivan Barbashev,5
Lars Eller,Vladimir Sobotka,5
Tomas Hertl,Vladimir Sobotka,5
Tomas Hertl,David Kampf,5
Jeff Carter,David Kampf,5
Lars Eller,David Kampf,5
Leon Draisaitl,David Kampf,5
Mark Scheifele,David Kampf,5
Jeff Carter,Tomas Nosek,5
Logan Couture,Tomas Nosek,5
Derick Brassard,Jack Roslovic,5
Luke Kunin,Jack Roslovic,5
Nate Thompson,Ryan Donato,5
Brad Richardson,Colin White,5
Anthony Cirelli,Colin White,5
Adam Henrique,Barclay Goodrow,5
Bo Horvat,Barclay Goodrow,5
Tomas Hertl,Dylan Strome,5
Adam Henrique,Dylan Strome,5
Scott Laughton,Dylan Strome,5
Riley Sheahan,Dylan Strome,5
Jack Roslovic,Dylan Strome,5
Claude Giroux,Dylan Strome,5
Paul Stastny,Michael Amadio,5
Tomas Nosek,Michael Amadio,5
William Karlsson,Michael Amadio,5
Mikael Backlund,Michael Amadio,5
Derek Ryan,Lucas Wallmark,5
Riley Nash,Lucas Wallmark,5
Michael Amadio,Lucas Wallmark,5
Gemel Smith,Lucas Wallmark,5
Nate Thompson,Lucas Wallmark,5
Sean Monahan,Kevin Rooney,5
Kevin Hayes,Kevin Rooney,5
Bo Horvat,Kevin Rooney,5
Lias Andersson,Kevin Rooney,5
David Krejci,Kevin Rooney,5
Luke Kunin,Dylan Gambrell,5
Chris Tierney,Dylan Gambrell,5
Derek Ryan,Dylan Gambrell,5
Kyle Turris,Dylan Gambrell,5
Casey Cizikas,Derek Stepan,5
Lars Eller,Max Domi,5
Travis Konecny,Max Domi,5
Nicklas Backstrom,Brad Richardson,5
Andrew Copp,Brad Richardson,5
Adam Henrique,Brad Richardson,5
Nazem Kadri,Christian Dvorak,5
Mathew Barzal,Christian Dvorak,5
Brock Nelson,Christian Dvorak,5
Mathew Barzal,Brayden Schenn,5
Sean Monahan,Travis Zajac,5
Jay Beagle,Pavel Zacha,5
Mark Scheifele,Pavel Zacha,5
Ryan Strome,Anthony Cirelli,5
Max Domi,Anthony Cirelli,5
Ryan Strome,Yanni Gourde,5
Pavel Zacha,J.T. Miller,5
Leon Draisaitl,J.T. Miller,5
Jordan Staal,Tyler Johnson,5
Casey Cizikas,Steven Stamkos,5
Marcus Johansson,Brayden Point,5
Travis Zajac,Brayden Point,5
Phillip Danault,Brayden Point,5
Mark Scheifele,Radek Faksa,5
Jack Eichel,Radek Faksa,5
Evgeny Kuznetsov,Radek Faksa,5
Lars Eller,Radek Faksa,5
Pierre-Luc Dubois,Connor McDavid,5
Bo Horvat,Connor McDavid,5
Evan Rodrigues,Sebastian Aho,5
Jonathan Toews,Sebastian Aho,5
Steven Stamkos,Sebastian Aho,5
Tyler Johnson,Sebastian Aho,5
Evgeny Kuznetsov,Derek Ryan,5
Lars Eller,Derek Ryan,5
Anze Kopitar,Derek Ryan,5
Christian Dvorak,Luke Kunin,5
Connor McDavid,Luke Kunin,5
Nazem Kadri,Luke Kunin,5
Jeff Carter,Joel Eriksson Ek,5
Anze Kopitar,Joel Eriksson Ek,5
Tyler Seguin,Joel Eriksson Ek,5
Max Domi,Joel Eriksson Ek,5
Derek Grant,Mikko Koivu,5
Max Domi,Mikko Koivu,5
Sidney Crosby,Mikko Koivu,5
Max Domi,Alexander Wennberg,5
Leon Draisaitl,Alexander Wennberg,5
Nick Shore,Alexander Wennberg,5
Tyler Seguin,Alexander Wennberg,5
Sidney Crosby,Alexander Wennberg,5
Elias Lindholm,William Karlsson,5
Yanni Gourde,William Nylander,5
Max Domi,William Nylander,5
Chris Wagner,Auston Matthews,5
Casey Cizikas,Auston Matthews,5
Brock Nelson,Auston Matthews,5
Nicklas Backstrom,Auston Matthews,5
Max Domi,Auston Matthews,5
Joel Eriksson Ek,Joe Thornton,5
Sebastian Aho,Joe Thornton,5
Josh Bailey,Chris Tierney,5
Adam Henrique,Jared McCann,5
Evgeny Kuznetsov,Denis Malgin,5
Nazem Kadri,Denis Malgin,5
Mark Scheifele,Aleksander Barkov,5
Chris Wagner,Aleksander Barkov,5
Casey Cizikas,Aleksander Barkov,5
Valtteri Filppula,Aleksander Barkov,5
Mathew Barzal,Aleksander Barkov,5
Steven Stamkos,Aleksander Barkov,5
Evgeny Kuznetsov,Frederik Gauthier,5
Nick Shore,Charlie Coyle,5
Ryan Strome,Charlie Coyle,5
Ryan O'Reilly,Charlie Coyle,5
Tyson Jost,Charlie Coyle,5
Radek Faksa,Charlie Coyle,5
Nico Hischier,Erik Haula,5
Mikael Backlund,Erik Haula,5
Lars Eller,Erik Haula,5
Chandler Stephenson,Erik Haula,5
Nicklas Backstrom,Kevin Hayes,5
David Krejci,Kevin Hayes,5
Jared McCann,Kevin Hayes,5
Jonathan Toews,Kevin Hayes,5
Ryan Nugent-Hopkins,Kevin Hayes,5
Elias Lindholm,Kevin Hayes,5
Cedric Paquette,Chris Kreider,5
Sebastian Aho,Chris Kreider,5
Ryan Johansen,Frans Nielsen,5
Bo Horvat,Frans Nielsen,5
Jordan Staal,Dylan Larkin,5
Marcus Johansson,Dylan Larkin,5
Chris Tierney,Dylan Larkin,5
Brandon Sutter,Dylan Larkin,5
Bo Horvat,Dylan Larkin,5
John Tavares,Dylan Larkin,5
Alexander Kerfoot,Dylan Larkin,5
Nick Shore,Dylan Larkin,5
Chris Tierney,Luke Glendening,5
Jay Beagle,Luke Glendening,5
John Tavares,Luke Glendening,5
Nathan MacKinnon,Riley Sheahan,5
Joe Thornton,Riley Sheahan,5
Valtteri Filppula,Riley Sheahan,5
Jonathan Huberdeau,Riley Sheahan,5
Kevin Hayes,Riley Sheahan,5
Sean Couturier,Riley Sheahan,5
Joe Thornton,Ryan Carpenter,5
Adam Henrique,Ryan Carpenter,5
Adrian Kempe,Ryan Carpenter,5
Alexander Wennberg,Ryan Carpenter,5
Leon Draisaitl,Ryan Carpenter,5
Derek Stepan,Johan Larsson,5
Adrian Kempe,Johan Larsson,5
Radek Faksa,Johan Larsson,5
Aleksander Barkov,Johan Larsson,5
Max Domi,Johan Larsson,5
Chris Tierney,Lias Andersson,5
Blake Coleman,Mika Zibanejad,5
Riley Sheahan,Mika Zibanejad,5
Bo Horvat,Colton Sissons,5
Vincent Trocheck,Colton Sissons,5
Sean Kuraly,Jonathan Marchessault,5
Andrew Copp,Jared McCann,4
Mark Letestu,Jared McCann,4
Eric Staal,Jared McCann,4
Ryan Getzlaf,Jared McCann,4
Jay Beagle,Denis Malgin,4
Jared McCann,Denis Malgin,4
Nick Bonino,Denis Malgin,4
Derick Brassard,Denis Malgin,4
Anders Lee,Aleksander Barkov,4
Evgeny Kuznetsov,Aleksander Barkov,4
Tyler Johnson,Aleksander Barkov,4
Jonathan Toews,Frederik Gauthier,4
Michael Raffl,Frederik Gauthier,4
Sean Couturier,Frederik Gauthier,4
Nicklas Backstrom,Frederik Gauthier,4
Nick Foligno,Frederik Gauthier,4
Eric Staal,Frederik Gauthier,4
Valtteri Filppula,Jordan Weal,4
Jean-Gabriel Pageau,Charlie Coyle,4
Tomas Hertl,Charlie Coyle,4
William Nylander,Charlie Coyle,4
Derek Grant,Charlie Coyle,4
Mikko Koivu,Erik Haula,4
Nic Dowd,Erik Haula,4
Radek Faksa,Scott Laughton,4
Connor McDavid,Scott Laughton,4
Derek Ryan,Scott Laughton,4
Milan Lucic,Scott Laughton,4
Chris Tierney,Adrian Kempe,4
Brandon Sutter,Adrian Kempe,4
Mark Scheifele,Adrian Kempe,4
Connor McDavid,Adrian Kempe,4
T.J. Oshie,Kevin Hayes,4
Chris Wagner,Kevin Hayes,4
Sean Kuraly,Kevin Hayes,4
Nick Shore,Kevin Hayes,4
William Nylander,Kevin Hayes,4
Phillip Danault,Kevin Hayes,4
Sebastian Aho,Kevin Hayes,4
Casey Cizikas,Kevin Hayes,4
Mathew Barzal,Kevin Hayes,4
Nick Foligno,Kevin Hayes,4
Steven Stamkos,Chris Kreider,4
Jared McCann,Chris Kreider,4
Vincent Trocheck,Chris Kreider,4
Brian Boyle,Frans Nielsen,4
Leon Draisaitl,Frans Nielsen,4
Ryan Nugent-Hopkins,Frans Nielsen,4
Brandon Sutter,Frans Nielsen,4
Jeff Carter,Dylan Larkin,4
Brad Marchand,Dylan Larkin,4
Teuvo Teravainen,Dylan Larkin,4
Erik Haula,Dylan Larkin,4
Sean Monahan,Dylan Larkin,4
Max Domi,Dylan Larkin,4
Leon Draisaitl,Luke Glendening,4
Kyle Turris,Luke Glendening,4
Tomas Hertl,Riley Sheahan,4
Adam Henrique,Riley Sheahan,4
Brian Boyle,Riley Sheahan,4
Nicklas Backstrom,Riley Sheahan,4
Eric Staal,Riley Sheahan,4
Brock Nelson,Riley Sheahan,4
Max Domi,Andreas Athanasiou,4
Erik Haula,Ryan Carpenter,4
Mathew Barzal,Johan Larsson,4
Trevor Lewis,Johan Larsson,4
Alexander Wennberg,Johan Larsson,4
Johan Larsson,Mika Zibanejad,4
Jared McCann,Filip Chytil,4
Valtteri Filppula,Colton Sissons,4
Mikael Backlund,Colton Sissons,4
Brayden Point,Colton Sissons,4
Ryan Getzlaf,Colton Sissons,4
Carl Soderberg,Colton Sissons,4
Evgeny Kuznetsov,Colton Sissons,4
Charlie Coyle,Jonathan Marchessault,4
Joe Thornton,Jonathan Marchessault,4
Luke Kunin,Chris Tierney,4
Anthony Cirelli,Chris Tierney,4
Brayden Point,Chris Tierney,4
Tyler Bozak,Chris Tierney,4
Bo Horvat,Joe Pavelski,4
Mark Jankowski,Joe Pavelski,4
Mark Scheifele,Joe Pavelski,4
Pierre-Edouard Bellemare,Joe Pavelski,4
Phillip Danault,Joe Pavelski,4
Alexander Wennberg,Joe Pavelski,4
Leon Draisaitl,Logan Couture,4
Brandon Sutter,Logan Couture,4
William Nylander,Logan Couture,4
Sebastian Aho,Logan Couture,4
Adam Henrique,Tomas Hertl,4
Alexander Kerfoot,Tomas Hertl,4
William Nylander,Patrice Bergeron,4
Brian Boyle,Patrice Bergeron,4
Christian Dvorak,Patrice Bergeron,4
William Nylander,David Krejci,4
Max Domi,David Krejci,4
Nazem Kadri,David Krejci,4
Derek Stepan,David Krejci,4
Blake Wheeler,Noel Acciari,4
Tyson Jost,Noel Acciari,4
Jay Beagle,Noel Acciari,4
Markus Granlund,Noel Acciari,4
Derek Ryan,Noel Acciari,4
Mark Jankowski,Noel Acciari,4
Nick Bonino,Noel Acciari,4
Brock Nelson,Noel Acciari,4
Elias Lindholm,Nico Hischier,4
Boone Jenner,Derick Brassard,4
Alexander Wennberg,Derick Brassard,4
Riley Nash,Derick Brassard,4
Mark Scheifele,Derick Brassard,4
Ryan Nugent-Hopkins,Derick Brassard,4
Derick Brassard,Jean-Gabriel Pageau,4
Ryan Strome,Jean-Gabriel Pageau,4
Evander Kane,Jean-Gabriel Pageau,4
Valtteri Filppula,Jean-Gabriel Pageau,4
Steven Stamkos,Jean-Gabriel Pageau,4
Brayden Point,Jean-Gabriel Pageau,4
Tyler Bozak,Jean-Gabriel Pageau,4
Valtteri Filppula,Kyle Turris,4
Adam Henrique,Kyle Turris,4
Noel Acciari,Kyle Turris,4
Lars Eller,Kyle Turris,4
Joel Eriksson Ek,Kyle Turris,4
Ryan O'Reilly,Jacob de la Rose,4
Bo Horvat,Jacob de la Rose,4
William Nylander,Jacob de la Rose,4
Casey Cizikas,Chandler Stephenson,4
Derick Brassard,Chandler Stephenson,4
Josh Bailey,Vincent Trocheck,4
Pierre-Edouard Bellemare,Vincent Trocheck,4
Nico Hischier,Vincent Trocheck,4
Jordan Staal,Vincent Trocheck,4
Tyler Johnson,Vincent Trocheck,4
Connor McDavid,Jonathan Huberdeau,4
Sidney Crosby,Jonathan Huberdeau,4
Matt Duchene,J.T. Compher,4
William Karlsson,J.T. Compher,4
Sidney Crosby,J.T. Compher,4
Joe Pavelski,Vladislav Kamenev,4
Tyler Seguin,Vladislav Kamenev,4
Jacob de la Rose,Ryan Johansen,4
Sean Monahan,Ryan Johansen,4
Carl Soderberg,Ryan Johansen,4
Evgeny Kuznetsov,Ryan Johansen,4
Joe Thornton,Sean Kuraly,4
William Nylander,Sean Kuraly,4
Nick Shore,Sean Kuraly,4
Alexander Kerfoot,Sean Kuraly,4
Ryan Getzlaf,Sean Kuraly,4
Adam Henrique,Sean Kuraly,4
Nathan MacKinnon,Sean Kuraly,4
Steven Stamkos,Jared McCann,4
Anthony Cirelli,Jared McCann,4
Brayden Point,Jared McCann,4
Adam Henrique,Chris Wagner,4
Adam Henrique,Jack Eichel,4
Artem Anisimov,Ryan O'Reilly,4
Derek Grant,Matt Duchene,4
Ryan Getzlaf,Gabriel Landeskog,4
Ryan O'Reilly,Gabriel Landeskog,4
Pierre-Edouard Bellemare,Carl Soderberg,4
Ryan Getzlaf,Mark Scheifele,4
Nathan MacKinnon,Adam Lowry,4
Ryan Getzlaf,Mark Jankowski,4
Jordan Staal,Sean Monahan,4
Bryan Little,Sean Monahan,4
Sean Couturier,Sean Monahan,4
Nathan MacKinnon,Sean Monahan,4
Ryan Getzlaf,Marcus Johansson,4
Gabriel Landeskog,Evgeny Kuznetsov,4
Jonathan Toews,Lars Eller,4
Jonathan Toews,Jay Beagle,4
Ryan Getzlaf,Jay Beagle,4
Lars Eller,Phillip Danault,4
Sean Monahan,Tyler Bozak,4
Nick Schmaltz,Nazem Kadri,4
Adam Henrique,Nazem Kadri,4
Lars Eller,Nazem Kadri,4
Nicklas Backstrom,Nazem Kadri,4
Mikael Backlund,Nazem Kadri,4
Jay Beagle,Jeff Carter,4
Elias Lindholm,Jeff Carter,4
Jonathan Toews,Bo Horvat,4
Evgeny Kuznetsov,Bo Horvat,4
Mark Jankowski,Bo Horvat,4
Mark Scheifele,Brandon Sutter,4
Jeff Carter,Brandon Sutter,4
Evgeny Kuznetsov,Brandon Sutter,4
Sean Couturier,Nick Foligno,4
Sean Monahan,Pierre-Luc Dubois,4
Adam Henrique,Pierre-Luc Dubois,4
Riley Nash,Alexander Kerfoot,4
Eric Staal,Alexander Kerfoot,4
Mark Scheifele,Tyson Jost,4
Tyler Bozak,Tyson Jost,4
Nicklas Backstrom,Tyson Jost,4
Anze Kopitar,Ryan Nugent-Hopkins,4
Leon Draisaitl,Sidney Crosby,4
Gabriel Landeskog,Sidney Crosby,4
Andrew Copp,Sidney Crosby,4
Nathan MacKinnon,Nick Bonino,4
Jonathan Toews,Nick Bonino,4
Ryan Nugent-Hopkins,Evgeni Malkin,4
Claude Giroux,Jamie Benn,4
Nicklas Backstrom,Jamie Benn,4
Adam Lowry,Tyler Seguin,4
Ryan Getzlaf,Tyler Seguin,4
Marcus Johansson,Tyler Seguin,4
Jack Eichel,Tyler Seguin,4
Tom Wilson,Tyler Seguin,4
Mikael Backlund,Jason Dickinson,4
Jack Eichel,Ryan Strome,4
Carl Soderberg,Ryan Strome,4
Mark Scheifele,Ryan Strome,4
Claude Giroux,Brock Nelson,4
Tyler Bozak,Brock Nelson,4
Leon Draisaitl,Brock Nelson,4
Sean Couturier,Casey Cizikas,4
Mark Letestu,Casey Cizikas,4
Andrew Copp,Casey Cizikas,4
Claude Giroux,Nick Shore,4
Evgeny Kuznetsov,Nick Shore,4
Ryan Nugent-Hopkins,Nic Dowd,4
Sean Monahan,Nic Dowd,4
Pierre-Edouard Bellemare,Nic Dowd,4
Jordan Staal,Nic Dowd,4
John Tavares,Mathew Barzal,4
Ryan O'Reilly,Mathew Barzal,4
Ryan Nugent-Hopkins,Mathew Barzal,4
Tyler Bozak,Derek Stepan,4
Nicklas Backstrom,Derek Stepan,4
Nick Foligno,Derek Stepan,4
Markus Granlund,David Gustafsson,4
Michael Amadio,David Gustafsson,4
Nicklas Backstrom,Kirby Dach,4
Jared McCann,Mikhail Vorobyev,4
David Krejci,J.C. Beaudin,4
Jay Beagle,Nikolai Prokhorkin,4
Lucas Wallmark,German Rubtsov,4
Brock Nelson,Derek Stepan,4
Tyson Jost,Derek Stepan,4
Chris Wagner,Derek Stepan,4
Claude Giroux,Max Domi,4
Nick Shore,Max Domi,4
Marcus Johansson,Max Domi,4
John Tavares,Max Domi,4
Victor Rask,Brad Richardson,4
Eric Staal,Christian Dvorak,4
Evgeny Kuznetsov,Christian Dvorak,4
Nathan MacKinnon,Christian Dvorak,4
Mark Scheifele,Christian Dvorak,4
Brad Richardson,Brayden Schenn,4
Mikael Backlund,Brayden Schenn,4
Jason Spezza,Brayden Schenn,4
Alexander Kerfoot,Brayden Schenn,4
Christian Dvorak,Travis Zajac,4
Ryan Nugent-Hopkins,Pavel Zacha,4
Pierre-Luc Dubois,Oskar Sundqvist,4
Leon Draisaitl,Oskar Sundqvist,4
Bo Horvat,Oskar Sundqvist,4
Eric Staal,Oskar Sundqvist,4
Evan Rodrigues,Anthony Cirelli,4
Mark Scheifele,J.T. Miller,4
Anze Kopitar,J.T. Miller,4
Lars Eller,J.T. Miller,4
Sean Couturier,J.T. Miller,4
Mikael Backlund,J.T. Miller,4
Evan Rodrigues,Cedric Paquette,4
Travis Zajac,Steven Stamkos,4
Brock Nelson,Brayden Point,4
Ryan Getzlaf,Radek Faksa,4
Brayden Schenn,Radek Faksa,4
Tyler Bozak,Radek Faksa,4
Adam Henrique,Connor McDavid,4
Brock Nelson,Connor McDavid,4
Brandon Sutter,Connor McDavid,4
Sean Monahan,Sebastian Aho,4
Boone Jenner,Sebastian Aho,4
Nicklas Backstrom,Sebastian Aho,4
Ryan O'Reilly,Derek Ryan,4
Brayden Schenn,Derek Ryan,4
Pavel Zacha,Derek Ryan,4
Bryan Little,Derek Ryan,4
Mark Scheifele,Derek Ryan,4
Pierre-Edouard Bellemare,Derek Ryan,4
Tyson Jost,Joseph Blandisi,4
Jeff Carter,Luke Kunin,4
Ryan O'Reilly,Luke Kunin,4
Nick Bonino,Luke Kunin,4
Andrew Copp,Luke Kunin,4
Mark Scheifele,Luke Kunin,4
Brad Richardson,Joel Eriksson Ek,4
Ryan Getzlaf,Joel Eriksson Ek,4
Pierre-Edouard Bellemare,Joel Eriksson Ek,4
Carl Soderberg,Mikko Koivu,4
Adam Henrique,Mikko Koivu,4
Oskar Sundqvist,Mikko Koivu,4
Tyler Seguin,Mikko Koivu,4
Jamie Benn,Mikko Koivu,4
Leon Draisaitl,Mikko Koivu,4
Connor McDavid,Mikko Koivu,4
Alexander Kerfoot,Mikko Koivu,4
Andrew Copp,Mikko Koivu,4
Nazem Kadri,Mikko Koivu,4
Mathew Barzal,Cam Atkinson,4
Jonathan Toews,Cam Atkinson,4
Christian Dvorak,Alexander Wennberg,4
Mikael Backlund,Alexander Wennberg,4
Sean Couturier,Alexander Wennberg,4
Derek Grant,Alexander Wennberg,4
Jack Eichel,Alexander Wennberg,4
Sean Monahan,William Karlsson,4
Claude Giroux,William Nylander,4
Joel Eriksson Ek,William Nylander,4
Anthony Cirelli,William Nylander,4
Sean Couturier,Auston Matthews,4
Nick Foligno,Auston Matthews,4
Brayden Schenn,Auston Matthews,4
Pierre-Luc Dubois,Auston Matthews,4
Nicklas Backstrom,Mitchell Marner,4
Blake Wheeler,Brian Boyle,4
Anders Lee,Brian Boyle,4
Brock Nelson,Brian Boyle,4
Evgeny Kuznetsov,Brian Boyle,4
Jay Beagle,Brian Boyle,4
Brandon Sutter,Brian Boyle,4
Adam Henrique,Joe Thornton,4
Jonathan Toews,Joe Thornton,4
Brandon Sutter,Joe Thornton,4
Jay Beagle,Joe Thornton,4
Max Domi,Joe Thornton,4
Michael Raffl,Chris Tierney,4
Scott Laughton,Adam Gaudette,4
Noel Acciari,Casey Mittelstadt,4
Ryan Strome,Brady Tkachuk,4
