first_player,second_player,faceoffs_together_count
Tyson Jost,Patrice Bergeron,2
Jason Spezza,David Krejci,2
Nick Shore,David Krejci,2
Joe Thornton,David Krejci,2
Pavel Zacha,David Krejci,2
Gabriel Landeskog,David Krejci,2
Colin Wilson,David Krejci,2
Carl Soderberg,David Krejci,2
Adam Lowry,Noel Acciari,2
Pierre-Edouard Bellemare,Noel Acciari,2
J.T. Miller,Noel Acciari,2
Sean Monahan,Noel Acciari,2
Matt Duchene,Noel Acciari,2
Gabriel Landeskog,Noel Acciari,2
Evan Rodrigues,Noel Acciari,2
Jordan Staal,Noel Acciari,2
Gemel Smith,Noel Acciari,2
Anthony Cirelli,Noel Acciari,2
Ryan Strome,Valtteri Filppula,2
Noel Acciari,Valtteri Filppula,2
Jordan Staal,Valtteri Filppula,2
Brock McGinn,Valtteri Filppula,2
Leon Draisaitl,Valtteri Filppula,2
Tyler Bozak,Valtteri Filppula,2
Mark Jankowski,Valtteri Filppula,2
Sean Monahan,Valtteri Filppula,2
Derek Ryan,Valtteri Filppula,2
Phillip Danault,Valtteri Filppula,2
Patrice Bergeron,Jonathan Drouin,2
Nick Schmaltz,James Neal,2
Chris Tierney,Blake Coleman,2
Mark Scheifele,Blake Coleman,2
Patrice Bergeron,Blake Coleman,2
Connor McDavid,Blake Coleman,2
Bryan Rust,Nico Hischier,2
Bryan Little,Nico Hischier,2
Cedric Paquette,Nico Hischier,2
Bo Horvat,Andrew Shaw,2
Tomas Hertl,Andrew Shaw,2
Sebastian Aho,Andrew Shaw,2
Sean Couturier,Andrew Shaw,2
Adam Lowry,Andrew Shaw,2
Brayden Schenn,Derick Brassard,2
Nic Dowd,Derick Brassard,2
Claude Giroux,Jean-Gabriel Pageau,2
Taylor Hall,Jean-Gabriel Pageau,2
Oskar Sundqvist,Jean-Gabriel Pageau,2
William Nylander,Jean-Gabriel Pageau,2
Ryan Strome,Ryan Dzingel,2
Derick Brassard,Ryan Dzingel,2
Nazem Kadri,Kyle Turris,2
Elias Lindholm,Kyle Turris,2
Jonathan Toews,Kyle Turris,2
Brayden Point,Kyle Turris,2
Derek Stepan,Kyle Turris,2
Brad Richardson,Kyle Turris,2
Christian Dvorak,Kyle Turris,2
Joe Thornton,Kyle Turris,2
Kyle Turris,Jacob de la Rose,2
Nick Bonino,Jacob de la Rose,2
Sam Gagner,Jacob de la Rose,2
Tyler Bozak,Jacob de la Rose,2
Sean Monahan,Jacob de la Rose,2
Sam Bennett,Jacob de la Rose,2
Alexander Kerfoot,Jacob de la Rose,2
Phillip Danault,Jacob de la Rose,2
Radek Faksa,Jacob de la Rose,2
Joe Pavelski,Jacob de la Rose,2
Phillip Danault,Chandler Stephenson,2
Kyle Okposo,Chandler Stephenson,2
Jack Eichel,Chandler Stephenson,2
Evan Rodrigues,Chandler Stephenson,2
Auston Matthews,Chandler Stephenson,2
Nick Bonino,Chandler Stephenson,2
Radek Faksa,Chandler Stephenson,2
Brayden Schenn,Chandler Stephenson,2
Brock Nelson,Chandler Stephenson,2
Michael Raffl,T.J. Oshie,2
Carl Soderberg,T.J. Oshie,2
Brad Richardson,T.J. Oshie,2
William Karlsson,T.J. Oshie,2
Connor McDavid,T.J. Oshie,2
Matt Duchene,T.J. Oshie,2
Radek Faksa,T.J. Oshie,2
David Krejci,Andy Andreoff,2
Pavel Zacha,Nick Bjugstad,2
Josh Bailey,Nick Bjugstad,2
Ryan Nugent-Hopkins,Nick Bjugstad,2
Michael Raffl,Nick Bjugstad,2
Sean Couturier,Nick Bjugstad,2
Radek Faksa,Nick Bjugstad,2
Jason Dickinson,Nick Bjugstad,2
Joe Pavelski,Nick Bjugstad,2
Boone Jenner,Nick Bjugstad,2
Blake Wheeler,Vincent Trocheck,2
Patrice Bergeron,Vincent Trocheck,2
Ryan Strome,Vincent Trocheck,2
Mathew Barzal,Vincent Trocheck,2
Matt Duchene,Vincent Trocheck,2
Tyson Jost,Vincent Trocheck,2
Steven Stamkos,Vincent Trocheck,2
Jay Beagle,Jonathan Huberdeau,2
Leon Draisaitl,Jonathan Huberdeau,2
Sam Gagner,Jonathan Huberdeau,2
Mark Scheifele,J.T. Compher,2
Nick Foligno,J.T. Compher,2
Kyle Turris,J.T. Compher,2
Jamie Benn,J.T. Compher,2
Tyler Seguin,J.T. Compher,2
Adam Henrique,J.T. Compher,2
Luke Kunin,J.T. Compher,2
Derek Ryan,J.T. Compher,2
Joel Eriksson Ek,J.T. Compher,2
Logan Shaw,Vladislav Kamenev,2
Alexander Wennberg,Vladislav Kamenev,2
Matt Duchene,Vladislav Kamenev,2
Nick Bonino,Vladislav Kamenev,2
Brad Richardson,Austin Watson,2
J.T. Compher,Ryan Johansen,2
Mikael Backlund,Ryan Johansen,2
Derek Ryan,Ryan Johansen,2
Sam Bennett,Ryan Johansen,2
Yanni Gourde,Ryan Johansen,2
Adam Henrique,Ryan Johansen,2
Vincent Trocheck,Ryan Johansen,2
Christian Dvorak,Ryan Johansen,2
Nick Schmaltz,Ryan Johansen,2
Lars Eller,Ryan Johansen,2
Chandler Stephenson,Ryan Johansen,2
T.J. Oshie,Ryan Johansen,2
Joel Eriksson Ek,Ryan Johansen,2
Valtteri Filppula,Sean Kuraly,2
Nico Hischier,Sean Kuraly,2
Pierre-Edouard Bellemare,Sean Kuraly,2
Joe Pavelski,Sean Kuraly,2
Tyler Seguin,Sean Kuraly,2
Ryan Strome,Jared McCann,2
Claude Giroux,Jared McCann,2
Jamie Benn,Jared McCann,2
Gemel Smith,Henrik Borgstrom,2
Tyler Johnson,Henrik Borgstrom,2
Erik Haula,Henrik Borgstrom,2
Sebastian Aho,Henrik Borgstrom,2
Jordan Staal,Henrik Borgstrom,2
Mikael Backlund,Adam Gaudette,2
Mark Jankowski,Adam Gaudette,2
Derek Ryan,Adam Gaudette,2
Michael Raffl,Adam Gaudette,2
Kevin Hayes,Logan Brown,2
Michael Raffl,Logan Brown,2
Dylan Gambrell,Logan Brown,2
Frans Nielsen,Logan Brown,2
Justin Abdelkader,Logan Brown,2
Valtteri Filppula,Logan Brown,2
Casey Cizikas,Logan Brown,2
Mathew Barzal,Logan Brown,2
Derick Brassard,Logan Brown,2
Logan Couture,Logan Brown,2
Barclay Goodrow,Logan Brown,2
Kevin Hayes,Alexander Nylander,2
Mikael Backlund,Martin Necas,2
Derek Grant,Martin Necas,2
Jean-Gabriel Pageau,Brendan Lemieux,2
Sean Kuraly,Brendan Lemieux,2
Zack Smith,Nicolas Roy,2
Nic Dowd,Nicolas Roy,2
Derek Grant,Nicolas Roy,2
Alexander Wennberg,Nicolas Roy,2
Jordan Staal,Casey Mittelstadt,2
Steven Stamkos,Casey Mittelstadt,2
Brock Nelson,Casey Mittelstadt,2
Chandler Stephenson,Casey Mittelstadt,2
Nick Schmaltz,Casey Mittelstadt,2
Dylan Larkin,Casey Mittelstadt,2
Frans Nielsen,Casey Mittelstadt,2
Mika Zibanejad,Casey Mittelstadt,2
Tomas Hertl,Casey Mittelstadt,2
Trevor Lewis,Casey Mittelstadt,2
Lias Andersson,Brady Tkachuk,2
Dylan Gambrell,Brady Tkachuk,2
Tyler Seguin,Brady Tkachuk,2
Derek Stepan,Brady Tkachuk,2
Tyler Bozak,Brady Tkachuk,2
Brayden Schenn,Brady Tkachuk,2
Boone Jenner,Robert Thomas,2
Carl Soderberg,Robert Thomas,2
Brad Richardson,Robert Thomas,2
Ryan Nugent-Hopkins,Robert Thomas,2
Adrian Kempe,Robert Thomas,2
Tyler Seguin,Elias Pettersson,2
Ryan O'Reilly,Elias Pettersson,2
Frans Nielsen,Elias Pettersson,2
Michael Raffl,Elias Pettersson,2
Leon Draisaitl,Elias Pettersson,2
Colby Cave,Elias Pettersson,2
Ryan Nugent-Hopkins,Elias Pettersson,2
Connor McDavid,Elias Pettersson,2
Elias Lindholm,Elias Pettersson,2
Blake Coleman,Gaetan Haas,2
Brayden Schenn,Gaetan Haas,2
Ryan O'Reilly,Gaetan Haas,2
Ivan Barbashev,Gaetan Haas,2
Carl Soderberg,Gaetan Haas,2
Alexander Wennberg,Gaetan Haas,2
Dylan Larkin,Gaetan Haas,2
Derick Brassard,Gaetan Haas,2
Adrian Kempe,Gaetan Haas,2
Jeff Carter,Gaetan Haas,2
Casey Cizikas,Gaetan Haas,2
Brock Nelson,Gaetan Haas,2
Jonathan Marchessault,Lukas Radil,2
Nic Dowd,Cody Glass,2
Nazem Kadri,Cody Glass,2
Jean-Gabriel Pageau,Cody Glass,2
Chris Tierney,Cody Glass,2
Christian Dvorak,Cody Glass,2
Charlie Coyle,Cody Glass,2
Tyson Jost,Carter Verhaeghe,2
J.T. Compher,Carter Verhaeghe,2
Jack Eichel,Mathieu Joseph,2
Brock Nelson,Mathieu Joseph,2
Dominic Toninato,Brett Howden,2
Jordan Staal,Brett Howden,2
Andreas Athanasiou,Brett Howden,2
Valtteri Filppula,Brett Howden,2
Nick Paul,Brett Howden,2
Nick Bonino,Brett Howden,2
Colton Sissons,Brett Howden,2
Patrice Bergeron,Brett Howden,2
Johan Larsson,Brett Howden,2
Marcus Johansson,Brett Howden,2
Christian Dvorak,Brett Howden,2
Jay Beagle,Brett Howden,2
Brandon Sutter,Brett Howden,2
Travis Zajac,Brett Howden,2
Ryan Nugent-Hopkins,Brett Howden,2
Adam Lowry,Brett Howden,2
Travis Zajac,Teddy Blueger,2
Lias Andersson,Teddy Blueger,2
Aleksander Barkov,Teddy Blueger,2
Pierre-Edouard Bellemare,Teddy Blueger,2
Derek Grant,Teddy Blueger,2
Adam Henrique,Teddy Blueger,2
Ryan Getzlaf,Teddy Blueger,2
Alexander Wennberg,Teddy Blueger,2
Pierre-Luc Dubois,Teddy Blueger,2
Sean Kuraly,Dominik Kahun,2
Tomas Nosek,Dominik Kahun,2
Pierre-Edouard Bellemare,Dominik Kahun,2
Kasperi Kapanen,Jesperi Kotkaniemi,2
Dylan Gambrell,Jesperi Kotkaniemi,2
Barclay Goodrow,Jesperi Kotkaniemi,2
Ivan Barbashev,Jesperi Kotkaniemi,2
Oskar Sundqvist,Jesperi Kotkaniemi,2
Jordan Greenway,Jesperi Kotkaniemi,2
Ryan Donato,Jesperi Kotkaniemi,2
Joel Eriksson Ek,Jesperi Kotkaniemi,2
Luke Glendening,Jesperi Kotkaniemi,2
Johan Larsson,Jesperi Kotkaniemi,2
Marcus Johansson,Jesperi Kotkaniemi,2
Casey Mittelstadt,Jesperi Kotkaniemi,2
John Tavares,Jesperi Kotkaniemi,2
Auston Matthews,Jesperi Kotkaniemi,2
Nicklas Backstrom,Nick Suzuki,2
Evgeny Kuznetsov,Nick Suzuki,2
Jason Dickinson,Nick Suzuki,2
Radek Faksa,Nick Suzuki,2
Tyler Seguin,Nick Suzuki,2
Derek Stepan,Nick Suzuki,2
Mikko Koivu,Nick Suzuki,2
Yanni Gourde,Nick Suzuki,2
Sebastian Aho,Nick Suzuki,2
Erik Haula,Nick Suzuki,2
William Nylander,Par Lindholm,2
Jason Spezza,Par Lindholm,2
Kevin Hayes,Par Lindholm,2
Michael Raffl,Par Lindholm,2
Claude Giroux,Par Lindholm,2
Brett Howden,Par Lindholm,2
Ryan O'Reilly,Par Lindholm,2
Frederik Gauthier,Par Lindholm,2
Auston Matthews,Par Lindholm,2
Radek Faksa,Par Lindholm,2
Justin Dowling,Par Lindholm,2
Tyler Seguin,Par Lindholm,2
Derek Stepan,Par Lindholm,2
Brayden Point,Par Lindholm,2
Carter Verhaeghe,Par Lindholm,2
Nick Suzuki,Roope Hintz,2
Pierre-Edouard Bellemare,Roope Hintz,2
Claude Giroux,Roope Hintz,2
Michael Raffl,Roope Hintz,2
Riley Nash,Roope Hintz,2
Sean Monahan,Roope Hintz,2
Elias Lindholm,Roope Hintz,2
Chandler Stephenson,Roope Hintz,2
Luke Glendening,Roope Hintz,2
Chris Wagner,Roope Hintz,2
Tyler Bozak,Roope Hintz,2
Logan Couture,Sam Steel,2
Gaetan Haas,Sam Steel,2
Mikko Koivu,Sam Steel,2
Ryan Carpenter,Sam Steel,2
J.T. Miller,Sam Steel,2
Jay Beagle,Sam Steel,2
Andrew Copp,Sam Steel,2
Nicolas Roy,Sam Steel,2
J.T. Compher,Sam Steel,2
Colton Sissons,Sam Steel,2
Nick Bonino,Sam Steel,2
Ryan Johansen,Sam Steel,2
Kyle Turris,Sam Steel,2
Marcus Johansson,Sam Steel,2
Johan Larsson,Sam Steel,2
Riley Sheahan,Connor Bunnaman,2
Nick Paul,Jack Hughes,2
Connor McDavid,Jack Hughes,2
Erik Haula,Jack Hughes,2
Steven Stamkos,Jack Hughes,2
Scott Laughton,Jack Hughes,2
Nick Paul,Nikita Gusev,2
Bo Horvat,Rhett Gardner,2
Elias Pettersson,Rhett Gardner,2
Nicklas Backstrom,Rhett Gardner,2
Chandler Stephenson,Rhett Gardner,2
Nicolas Roy,Christoffer Ehn,2
Cody Glass,Christoffer Ehn,2
William Karlsson,Christoffer Ehn,2
Cody Eakin,Christoffer Ehn,2
Patrice Bergeron,Christoffer Ehn,2
Charlie Coyle,Christoffer Ehn,2
Barclay Goodrow,Isac Lundestrom,2
Logan Couture,Isac Lundestrom,2
Joe Thornton,Isac Lundestrom,2
Dylan Larkin,Isac Lundestrom,2
Teddy Blueger,Isac Lundestrom,2
Jared McCann,Isac Lundestrom,2
Valtteri Filppula,Blake Lizotte,2
Auston Matthews,Blake Lizotte,2
John Tavares,Blake Lizotte,2
Dylan Strome,Blake Lizotte,2
Bo Horvat,Blake Lizotte,2
Luke Kunin,Blake Lizotte,2
Victor Rask,Blake Lizotte,2
Mikael Backlund,Blake Lizotte,2
Vladimir Sobotka,Blake Lizotte,2
Casey Mittelstadt,Blake Lizotte,2
Erik Haula,Blake Lizotte,2
Connor McDavid,Blake Lizotte,2
Sean Monahan,Blake Lizotte,2
Derek Ryan,Blake Lizotte,2
Jamie Benn,Sam Lafferty,2
Steven Stamkos,Sam Lafferty,2
Cedric Paquette,Sam Lafferty,2
Paul Stastny,Sam Lafferty,2
J.T. Compher,Sam Lafferty,2
Jamie Benn,Adam Gaudette,1
Jason Dickinson,Adam Gaudette,1
Matt Duchene,Adam Gaudette,1
Calle Jarnkrok,Adam Gaudette,1
Barclay Goodrow,Adam Gaudette,1
Elias Lindholm,Adam Gaudette,1
Adrian Kempe,Adam Gaudette,1
Claude Giroux,Adam Gaudette,1
Charlie Coyle,Logan Brown,1
David Krejci,Logan Brown,1
Luke Glendening,Logan Brown,1
Brock Nelson,Logan Brown,1
Joe Thornton,Logan Brown,1
Jay Beagle,Alexander Nylander,1
Adrian Kempe,Alexander Nylander,1
Matt Duchene,Alexander Nylander,1
Ryan Johansen,Alexander Nylander,1
Sebastian Aho,Alexander Nylander,1
Adam Henrique,Andrew Agozzino,1
Bo Horvat,Travis Boyd,1
J.T. Miller,Travis Boyd,1
Alexander Kerfoot,Travis Boyd,1
Jason Spezza,Travis Boyd,1
Jack Eichel,Travis Boyd,1
Mark Jankowski,Travis Boyd,1
Mikael Backlund,Travis Boyd,1
Aleksander Barkov,Travis Boyd,1
Paul Stastny,Travis Boyd,1
Evan Rodrigues,Martin Necas,1
Jean-Gabriel Pageau,Martin Necas,1
Kevin Hayes,Martin Necas,1
Travis Zajac,Martin Necas,1
Kevin Rooney,Martin Necas,1
Boone Jenner,Martin Necas,1
Dylan Gambrell,Martin Necas,1
Joe Thornton,Martin Necas,1
Michael Amadio,Martin Necas,1
Nick Foligno,Martin Necas,1
Derick Brassard,Martin Necas,1
Max Domi,Martin Necas,1
Phillip Danault,Martin Necas,1
Lars Eller,Martin Necas,1
Henrik Borgstrom,Martin Necas,1
Dominic Toninato,Brendan Lemieux,1
Chris Tierney,Brendan Lemieux,1
Steven Stamkos,Brendan Lemieux,1
Brayden Point,Brendan Lemieux,1
Cedric Paquette,Brendan Lemieux,1
Evgeny Kuznetsov,Brendan Lemieux,1
David Kampf,Nicolas Roy,1
Ryan Carpenter,Nicolas Roy,1
Dylan Larkin,Nicolas Roy,1
Andreas Athanasiou,Nicolas Roy,1
Frans Nielsen,Nicolas Roy,1
Ryan Getzlaf,Nicolas Roy,1
Adam Henrique,Nicolas Roy,1
Boone Jenner,Nicolas Roy,1
John Tavares,Nicolas Roy,1
Frederik Gauthier,Nicolas Roy,1
Alexander Kerfoot,Nicolas Roy,1
Evgeny Kuznetsov,Nicolas Roy,1
Cedric Paquette,Casey Mittelstadt,1
Brayden Point,Casey Mittelstadt,1
Yanni Gourde,Casey Mittelstadt,1
Travis Boyd,Casey Mittelstadt,1
Nicklas Backstrom,Casey Mittelstadt,1
Derek Stepan,Casey Mittelstadt,1
Christian Dvorak,Casey Mittelstadt,1
Valtteri Filppula,Casey Mittelstadt,1
Greg McKegg,Casey Mittelstadt,1
Lias Andersson,Casey Mittelstadt,1
Dylan Gambrell,Casey Mittelstadt,1
Adam Henrique,Casey Mittelstadt,1
Ryan Getzlaf,Casey Mittelstadt,1
Troy Terry,Casey Mittelstadt,1
Radek Faksa,Casey Mittelstadt,1
Nate Thompson,Casey Mittelstadt,1
Phillip Danault,Casey Mittelstadt,1
Boone Jenner,Casey Mittelstadt,1
Pierre-Luc Dubois,Casey Mittelstadt,1
Evgeni Malkin,Casey Mittelstadt,1
Travis Zajac,Casey Mittelstadt,1
John Tavares,Ilya Kovalchuk,1
Ryan Carpenter,Ilya Kovalchuk,1
Jay Beagle,Ilya Kovalchuk,1
Luke Kunin,Ilya Kovalchuk,1
Travis Zajac,Brady Tkachuk,1
Kevin Rooney,Brady Tkachuk,1
Sebastian Aho,Brady Tkachuk,1
Brock McGinn,Brady Tkachuk,1
Adrian Kempe,Brady Tkachuk,1
Dustin Brown,Brady Tkachuk,1
Brock Nelson,Brady Tkachuk,1
Brendan Lemieux,Brady Tkachuk,1
Filip Chytil,Brady Tkachuk,1
Patrice Bergeron,Brady Tkachuk,1
Barclay Goodrow,Brady Tkachuk,1
Logan Couture,Brady Tkachuk,1
Frans Nielsen,Brady Tkachuk,1
Brad Richardson,Brady Tkachuk,1
Carl Soderberg,Brady Tkachuk,1
Cody Eakin,Brady Tkachuk,1
Jonathan Marchessault,Brady Tkachuk,1
William Karlsson,Brady Tkachuk,1
Paul Stastny,Brady Tkachuk,1
Mikko Koivu,Brady Tkachuk,1
Luke Kunin,Brady Tkachuk,1
Steven Stamkos,Brady Tkachuk,1
Brayden Point,Brady Tkachuk,1
Ryan O'Reilly,Brady Tkachuk,1
Auston Matthews,Brady Tkachuk,1
Alexander Kerfoot,Brady Tkachuk,1
Frederik Gauthier,Brady Tkachuk,1
Frans Nielsen,Scott Sabourin,1
Alexander Kerfoot,Drake Batherson,1
Travis Boyd,Ilya Mikheyev,1
Tyler Johnson,Ilya Mikheyev,1
Claude Giroux,Trevor Moore,1
Lars Eller,Trevor Moore,1
Brayden Point,Trevor Moore,1
Phillip Danault,Trevor Moore,1
Artem Anisimov,Trevor Moore,1
Colin White,Trevor Moore,1
Jean-Gabriel Pageau,Trevor Moore,1
Pierre-Luc Dubois,Robert Thomas,1
Derek Ryan,Robert Thomas,1
Elias Lindholm,Robert Thomas,1
Andrew Mangiapane,Robert Thomas,1
Colby Cave,Robert Thomas,1
Jay Beagle,Robert Thomas,1
Bo Horvat,Robert Thomas,1
Luke Kunin,Robert Thomas,1
Chandler Stephenson,Robert Thomas,1
Lars Eller,Robert Thomas,1
Nathan MacKinnon,Robert Thomas,1
Colton Sissons,Elias Pettersson,1
Nick Bonino,Elias Pettersson,1
Kyle Turris,Elias Pettersson,1
Nico Hischier,Elias Pettersson,1
Blake Wheeler,Elias Pettersson,1
Adam Henrique,Elias Pettersson,1
Lars Eller,Elias Pettersson,1
Nicklas Backstrom,Elias Pettersson,1
Andreas Athanasiou,Elias Pettersson,1
Pavel Buchnevich,Elias Pettersson,1
John Hayden,Elias Pettersson,1
Sean Monahan,Elias Pettersson,1
Mikael Backlund,Elias Pettersson,1
Pierre-Edouard Bellemare,Gaetan Haas,1
Matt Calvert,Gaetan Haas,1
Tyson Jost,Gaetan Haas,1
Adam Henrique,Gaetan Haas,1
Ryan Getzlaf,Gaetan Haas,1
Travis Zajac,Gaetan Haas,1
Wayne Simmonds,Gaetan Haas,1
Nico Hischier,Gaetan Haas,1
Oskar Sundqvist,Gaetan Haas,1
Alexander Steen,Gaetan Haas,1
Christian Dvorak,Gaetan Haas,1
Derek Stepan,Gaetan Haas,1
Nick Bjugstad,Gaetan Haas,1
Josh Anderson,Gaetan Haas,1
Kevin Rooney,Gaetan Haas,1
Anthony Beauvillier,Gaetan Haas,1
Jay Beagle,Gaetan Haas,1
Elias Pettersson,Gaetan Haas,1
Mathew Barzal,Gaetan Haas,1
Brandon Sutter,Joakim Nygard,1
Derek Grant,Lukas Radil,1
Tomas Nosek,Lean Bergmann,1
Paul Stastny,Lean Bergmann,1
Dylan Strome,Cody Glass,1
Jonathan Toews,Cody Glass,1
Nicklas Backstrom,Cody Glass,1
Travis Boyd,Cody Glass,1
Chandler Stephenson,Cody Glass,1
Nick Shore,Cody Glass,1
Alexander Wennberg,Cody Glass,1
Nate Thompson,Cody Glass,1
Max Domi,Cody Glass,1
David Kampf,Cody Glass,1
Michael Raffl,Cody Glass,1
Joseph Blandisi,Cody Glass,1
Ryan Johansen,Cody Glass,1
Colton Sissons,Cody Glass,1
Matt Duchene,Cody Glass,1
Anze Kopitar,Cody Glass,1
Brad Richardson,Cody Glass,1
Sean Kuraly,Cody Glass,1
Jake DeBrusk,Cody Glass,1
Danton Heinen,Cody Glass,1
Barclay Goodrow,Cody Glass,1
Dylan Gambrell,Cody Glass,1
Timo Meier,Cody Glass,1
Chris Kreider,Carter Verhaeghe,1
Lias Andersson,Carter Verhaeghe,1
Pierre-Edouard Bellemare,Carter Verhaeghe,1
Patrice Bergeron,Carter Verhaeghe,1
Charlie Coyle,Carter Verhaeghe,1
Vincent Trocheck,Carter Verhaeghe,1
Henrik Borgstrom,Carter Verhaeghe,1
Auston Matthews,Carter Verhaeghe,1
Max Domi,Carter Verhaeghe,1
Ryan Strome,Mathieu Joseph,1
Nathan MacKinnon,Mathieu Joseph,1
Aleksander Barkov,Mathieu Joseph,1
Henrik Borgstrom,Mathieu Joseph,1
Carl Soderberg,Mason Appleton,1
Evgeni Malkin,Brett Howden,1
Jonathan Huberdeau,Brett Howden,1
Denis Malgin,Brett Howden,1
Ryan Dzingel,Brett Howden,1
Teuvo Teravainen,Brett Howden,1
Anthony Mantha,Brett Howden,1
Filip Chlapik,Brett Howden,1
Tyler Ennis,Brett Howden,1
Peter Cehlarik,Brett Howden,1
David Backes,Brett Howden,1
Danton Heinen,Brett Howden,1
Vladimir Sobotka,Brett Howden,1
Lawson Crouse,Brett Howden,1
Nick Schmaltz,Brett Howden,1
Bo Horvat,Brett Howden,1
Nicklas Backstrom,Brett Howden,1
Jakub Vrana,Brett Howden,1
Nic Dowd,Brett Howden,1
Chandler Stephenson,Brett Howden,1
Pavel Zacha,Brett Howden,1
James Neal,Brett Howden,1
Riley Sheahan,Brett Howden,1
Casey Mittelstadt,Kaapo Kakko,1
Pavel Zacha,Teddy Blueger,1
Kyle Palmieri,Teddy Blueger,1
Brendan Lemieux,Teddy Blueger,1
David Kampf,Teddy Blueger,1
Brock Nelson,Teddy Blueger,1
Josh Bailey,Teddy Blueger,1
Sean Kuraly,Teddy Blueger,1
Ryan Nugent-Hopkins,Teddy Blueger,1
Gaetan Haas,Teddy Blueger,1
Jakub Voracek,Teddy Blueger,1
Sean Couturier,Teddy Blueger,1
Mattias Janmark,Teddy Blueger,1
Anthony Cirelli,Teddy Blueger,1
Denis Malgin,Teddy Blueger,1
Jonathan Marchessault,Teddy Blueger,1
Paul Stastny,Teddy Blueger,1
J.T. Compher,Teddy Blueger,1
Patrik Laine,Teddy Blueger,1
Jason Zucker,Teddy Blueger,1
Mats Zuccarello,Teddy Blueger,1
Kyle Connor,Teddy Blueger,1
Adam Lowry,Teddy Blueger,1
Mathieu Perreault,Teddy Blueger,1
Kyle Okposo,Teddy Blueger,1
Sam Reinhart,Teddy Blueger,1
Vladimir Sobotka,Teddy Blueger,1
Casey Mittelstadt,Teddy Blueger,1
Pavel Zacha,Dominik Kahun,1
Ryan Carpenter,Dominik Kahun,1
Brock Nelson,Dominik Kahun,1
Casey Cizikas,Dominik Kahun,1
Cody Eakin,Dominik Kahun,1
Tyson Jost,Dominik Kahun,1
Mikko Rantanen,Dominik Kahun,1
Matt Nieto,Dominik Kahun,1
Joel Eriksson Ek,Dominik Kahun,1
J.T. Compher,Dominik Kahun,1
Carl Soderberg,Jesperi Kotkaniemi,1
Phil Kessel,Jesperi Kotkaniemi,1
Nick Schmaltz,Jesperi Kotkaniemi,1
Jason Spezza,Jesperi Kotkaniemi,1
Trevor Moore,Jesperi Kotkaniemi,1
Logan Couture,Jesperi Kotkaniemi,1
Tomas Hertl,Jesperi Kotkaniemi,1
Gabriel Dumont,Jesperi Kotkaniemi,1
Luke Kunin,Jesperi Kotkaniemi,1
Tyler Johnson,Jesperi Kotkaniemi,1
Dylan Larkin,Jesperi Kotkaniemi,1
Valtteri Filppula,Jesperi Kotkaniemi,1
Andreas Athanasiou,Jesperi Kotkaniemi,1
Anthony Mantha,Jesperi Kotkaniemi,1
Sam Reinhart,Jesperi Kotkaniemi,1
Vladimir Sobotka,Jesperi Kotkaniemi,1
Kyle Okposo,Jesperi Kotkaniemi,1
Brock McGinn,Jesperi Kotkaniemi,1
Lucas Wallmark,Jesperi Kotkaniemi,1
William Nylander,Jesperi Kotkaniemi,1
Riley Nash,Nick Suzuki,1
Anze Kopitar,Nick Suzuki,1
Adrian Kempe,Nick Suzuki,1
Sean Kuraly,Nick Suzuki,1
Charlie Coyle,Nick Suzuki,1
Paul Stastny,Nick Suzuki,1
Tomas Nosek,Nick Suzuki,1
William Karlsson,Nick Suzuki,1
Christian Dvorak,Nick Suzuki,1
Tomas Hertl,Nick Suzuki,1
Eric Staal,Nick Suzuki,1
Brayden Schenn,Nick Suzuki,1
Jordan Greenway,Nick Suzuki,1
Luke Kunin,Nick Suzuki,1
Anthony Cirelli,Nick Suzuki,1
Ryan O'Reilly,Nick Suzuki,1
Jordan Staal,Nick Suzuki,1
Auston Matthews,Nick Suzuki,1
Marcus Johansson,Nick Suzuki,1
Valtteri Filppula,Andrei Svechnikov,1
John Tavares,Par Lindholm,1
Nic Petan,Par Lindholm,1
Vincent Trocheck,Par Lindholm,1
Travis Konecny,Par Lindholm,1
Ryan Strome,Par Lindholm,1
Micheal Haley,Par Lindholm,1
Greg McKegg,Par Lindholm,1
Brayden Schenn,Par Lindholm,1
Mattias Janmark,Par Lindholm,1
Alexander Radulov,Par Lindholm,1
Carl Soderberg,Par Lindholm,1
Brad Richardson,Par Lindholm,1
Nick Schmaltz,Par Lindholm,1
Christian Dvorak,Par Lindholm,1
Tyler Johnson,Par Lindholm,1
Jordan Weal,Roope Hintz,1
Nate Thompson,Roope Hintz,1
Phillip Danault,Roope Hintz,1
Joel Eriksson Ek,Roope Hintz,1
Marcus Foligno,Roope Hintz,1
Luke Kunin,Roope Hintz,1
Victor Rask,Roope Hintz,1
Troy Terry,Roope Hintz,1
Derek Grant,Roope Hintz,1
Brady Tkachuk,Roope Hintz,1
Colin White,Roope Hintz,1
Artem Anisimov,Roope Hintz,1
Sean Couturier,Roope Hintz,1
Kevin Hayes,Roope Hintz,1
Scott Laughton,Roope Hintz,1
Joseph Blandisi,Roope Hintz,1
Cam Atkinson,Roope Hintz,1
Boone Jenner,Roope Hintz,1
Nick Foligno,Roope Hintz,1
Zemgus Girgensons,Roope Hintz,1
Johan Larsson,Roope Hintz,1
T.J. Oshie,Roope Hintz,1
Derek Ryan,Roope Hintz,1
Andrew Mangiapane,Roope Hintz,1
