Player,embedding
Jay Bouwmeester,"[0.147004324074265,0.09923954367527135,0.14410175476899117,0.11639552890450157,0.14295450908513874,0.09831790885754034,0.09913449723661706,0.16192050532524574,0.10531777818307718,0.1419604801744028,0.1569261449884675,0.1448896115870581,0.07050686198207798,0.09747244147002715,0.14816738037060873,0.1514030720095092,0.09197796399434217,0.10058461710386891,0.07869139925152313,0.12455184989007441,0.08235478906195362,0.11625040797931202,0.1138827843803509,0.132169076607676,0.1577201736908688,0.14522180423983574,0.10632742055114992,0.1133658428301702,0.09885789591016972,0.10587520843063679,0.0754690004645019,0.13491339543659986,0.09213569179815352,0.11021827125876846,0.1553008124772077,0.1069071925446176,0.16278531582208458,0.1623912177781464,0.1314288973826608,0.09477296223982061,0.16193906881663456,0.16304496808026928,0.13749357303009488,0.14340536917426872,0.13447687026877586,0.10858438281374382,0.08691075334066939,0.1486434208807738,0.11477204358703327,0.07360281616168562,0.1700007211752479,0.09999252924544791,0.12556432763211417,0.1453192629380775,0.17226972043898361,0.09875610268596205,0.0983526303162425,0.10344452536419299,0.08434194803605065,0.07319967300269552,0.16501537935598254,0.11794213987028544,0.14969923399007062,0.09241023509769204]"
Colton Parayko,"[0.14699308123504432,0.09928483623818903,0.144131298343031,0.11641205683708877,0.1429791279172329,0.09841506013057118,0.09916148981531506,0.16189350673354347,0.10534920173390941,0.14195451381651325,0.15689640658472773,0.14486396176182115,0.07053954353811802,0.09751170274500623,0.1481889595336737,0.15138914560421468,0.09196546767723617,0.10066288826808675,0.07872214486186446,0.12447348794798088,0.08239565215991972,0.11622011172724538,0.11385012952741223,0.13216856707631777,0.15765361081781118,0.14528909507040363,0.1063492053179138,0.11338304507921429,0.09885534476294035,0.10587751166121885,0.07552737825350365,0.13490665065704507,0.09215841382184158,0.11028182305862765,0.15528507892617538,0.1069251719083708,0.16280463771963893,0.16235900108141363,0.13136826244216163,0.09478471815149338,0.16191022253974507,0.16303377934304913,0.13749934579406764,0.14333309237096917,0.13440804677859258,0.10849840475440332,0.08699260664149276,0.1486174287043651,0.114773003379689,0.0736314313729532,0.16995694180340581,0.09998076806949197,0.12559279988863414,0.1453028092442996,0.17224376555325405,0.09882056415055104,0.09838618466829574,0.10341153515410714,0.08441899067190516,0.0732448751767919,0.1650232588039921,0.11797265465023325,0.1496582658876269,0.09243636839378253]"
Cody Eakin,"[0.14709229140473198,0.09904854135031263,0.14400795684387097,0.11629069582805247,0.14286397717858498,0.09791170824420842,0.09899917563864191,0.1620223412076929,0.10518355411028421,0.14200096459905745,0.15703072343061927,0.14499761231129335,0.07035554036214439,0.09729328294718587,0.1481021049731713,0.15143492158037267,0.09203345656078417,0.10029615220346806,0.07855356081689203,0.1248433212752712,0.0821859836322899,0.11635028794037525,0.11399031723704153,0.13218277084967484,0.15799321072296732,0.14499390815448038,0.10623121874751497,0.11328460663782716,0.09890207056706603,0.1058472371580982,0.0752175828647727,0.13496377458922373,0.09206889893305127,0.10996964059096428,0.15536750393065396,0.10682741646533063,0.16273000704933693,0.16251704844379677,0.13165870628599854,0.09473028554374462,0.16207831569653589,0.163094502658802,0.1374556553733515,0.14366803146477533,0.134717139777521,0.10890165847233367,0.08656708217264342,0.14876185917029,0.11475391387456842,0.07347400436913278,0.17014949144709057,0.10004738454441682,0.1254496932410796,0.1454108893295775,0.17239700351174744,0.09849507876937434,0.09820259708679814,0.10356571485466218,0.08403028614304402,0.07302904254829032,0.1649730932239787,0.11785113917467462,0.14987004140220564,0.09232743074807248]"
Valeri Nichushkin,"[0.14704374314268912,0.09946840998402984,0.1442551449291364,0.11642383674043867,0.14313979762064363,0.09874671178089263,0.09924922161647129,0.16170543804506787,0.10547487137756628,0.14192304482207335,0.15674357295083413,0.14477398388857324,0.07064092507578276,0.09763700471836796,0.14830038639709733,0.15128777750261893,0.09184629737557602,0.100987985853307,0.07879929205844823,0.12412211356384577,0.0825645516643486,0.11604459646420467,0.11368007895910026,0.132229827631339,0.15744592534368607,0.1455910906978459,0.10641234171867688,0.11344202007193044,0.09886163257403642,0.10586806320823701,0.07571565127760597,0.13490825468498585,0.09226619932325081,0.11056698281567763,0.15526545850530196,0.10702068042327627,0.16291291056079538,0.16218551809615325,0.1310926889400821,0.09484336121890047,0.16187054162505615,0.16299291354405818,0.13742732122762172,0.14304031316959911,0.13406633297097686,0.10810664335640616,0.08728604505646656,0.14853429603273305,0.1147612846889089,0.07371756104664419,0.16971402444682931,0.0999576837424267,0.12569015998728275,0.145292718576077,0.1721764284620922,0.09908614711395945,0.09853838905976492,0.10327352087093312,0.08473142094862893,0.07343901482255065,0.16509246448915624,0.11815188884124,0.1495331538689141,0.09258711556275333]"
Miikka Salomaki,"[0.14696617563780223,0.09968062309372515,0.1443303620955833,0.11653520399298922,0.14325054514226865,0.09919027837013517,0.09941245037479664,0.16155983120159803,0.10563390330057297,0.14184360556117362,0.1566296026025168,0.1446483662345362,0.07081348663410715,0.09784110142055918,0.1483531790753363,0.15125015387457402,0.09172847784437921,0.10130274596743444,0.07893307740046213,0.12378983588606259,0.0827755814875535,0.11593280847721377,0.11357139849112297,0.13221858428588423,0.1571866420750398,0.1458043948006883,0.10651800559285929,0.11352118629280007,0.09880232729376182,0.10591383869410882,0.07599033393738062,0.13484443523772754,0.09233507199367116,0.11083358369191494,0.15521373452266524,0.10710082817485793,0.16295414182184975,0.1620291485983278,0.13083820732688264,0.09490254650322469,0.16174209140859436,0.16294037535659875,0.13742876929393796,0.14279157826657726,0.13379891741147257,0.10775927074740345,0.08766191744240596,0.14841052448414474,0.1147740496815882,0.0738712867535012,0.16953036374069186,0.09990663312369509,0.12581856331156674,0.14519196302630183,0.17203488034579045,0.09937288117354147,0.09873260052642065,0.10316963263528084,0.085077357395357,0.07363841475868023,0.16514836928373092,0.11825981505013433,0.14936323751555441,0.09269156027110409]"
Nick Paul,"[0.14701409927221964,0.0991340983542794,0.14404706181227428,0.11635909246165875,0.1428805935890192,0.09810935182572994,0.09906645539715637,0.16200968142411287,0.10524215037400146,0.141988847764238,0.15699879642533116,0.14494663158892285,0.0704326339001611,0.09738389709930025,0.14812184983652973,0.15143849342318735,0.09203860557775456,0.10041436356264755,0.07863359421192305,0.12473551132695365,0.08225500030393978,0.11632912116095473,0.11395888018521878,0.13215426248057302,0.1578482005775454,0.14507960083688773,0.10628297086290667,0.11332954538992641,0.09887175574802784,0.10586583807877342,0.07534489107390456,0.13493004096626723,0.09208827184869137,0.11006805207334118,0.15531938078205385,0.10685870363704615,0.1627433708464576,0.16247998033696368,0.13157027546919828,0.09474091227492806,0.16198619301456954,0.1630696338305068,0.1375085677975038,0.14355243436411877,0.1346391181146179,0.10878351255106633,0.08673020165232166,0.1487001047122317,0.11476977442664661,0.0735399805517657,0.17011302881555587,0.10001289388238556,0.12550489038301754,0.14534826121433977,0.17232636352421069,0.09860699165470244,0.0982598585752628,0.10351112514098558,0.08416649124102552,0.07309466744739807,0.1649803524999541,0.1178660402962823,0.14977944801488124,0.09234476212362168]"
Nate Thompson,"[0.1469384038594084,0.09907406680173567,0.14399261307399178,0.1163888784555782,0.1427906230440439,0.09803336579637584,0.09905547486541881,0.16211320261430628,0.10520540443736628,0.1419961604125545,0.1570728078132621,0.14496963761356163,0.07041911374658638,0.09736910930380813,0.14805954856231301,0.15150107301325583,0.0921029300772075,0.10029228557329721,0.07863105995820917,0.12487658389580757,0.0822030539113904,0.11642555125418458,0.11404901093842865,0.13209450372034295,0.15789511281357652,0.1449427081249758,0.10627628311131915,0.1133165578346754,0.09884885957147993,0.10588699493504641,0.07531333600671239,0.13490371846147137,0.09203634479387589,0.10994942951914542,0.15530434057476422,0.1068118457625502,0.16267797698756783,0.1625621077583205,0.1316829231380656,0.0947138509008625,0.1619553199383695,0.16308107682985953,0.13757835932207135,0.14366918729211622,0.13480045715416045,0.10894576363600886,0.08665361726173754,0.14871766123814484,0.11478182605849661,0.07353608763959607,0.17023337863729768,0.10000523909078417,0.12548287610705336,0.14531387579666427,0.17232179135912323,0.09851257870589562,0.09820629737509498,0.10356933662929242,0.08405989262607484,0.0730225212785348,0.1649392462329436,0.11776931073698185,0.14980267378768178,0.09226951524453006]"
Gabriel Dumont,"[0.1469538876402159,0.09938670924177834,0.1441701006049248,0.11646492856293707,0.14303067678969494,0.09863389375423084,0.09923962056693543,0.16182612053405493,0.10542654832803587,0.14191766451344884,0.15684117958098528,0.14480327991530526,0.0706233413499554,0.09761340406132382,0.14821392240169723,0.15137188547729435,0.09191035282290327,0.10081818267935873,0.0787873266116903,0.12430927290011555,0.08249909356211901,0.11616680739391043,0.11379949884105879,0.13216010414589255,0.1575271518205536,0.14539624317520386,0.10640054361473952,0.11341911981742005,0.09882841280968269,0.10589961677524773,0.07566393418405852,0.13487408183319394,0.09219339555211445,0.11041025585593424,0.1552594047846381,0.10696075748091917,0.162823174661395,0.16228505136743093,0.13124557820618465,0.09481358248217303,0.16184459231682127,0.1630097229354901,0.1375032358476646,0.1432122333964697,0.13427964030775577,0.10832690577531127,0.08717714588363502,0.14855945561088063,0.11477751937099209,0.0737088824980898,0.1698684963790982,0.0999548468875744,0.1256565789800935,0.14525287920183766,0.1721745348166298,0.09895950099617457,0.09847928592806156,0.10336190631910955,0.08458539098068088,0.07334316981940163,0.16504725436372228,0.11802580945913912,0.14957499896739096,0.09248810341049267]"
Thomas Chabot,"[0.14710093617337763,0.09925501619084696,0.14414270228287232,0.11633302079162756,0.14301642319108823,0.09829121473454715,0.09910534665573537,0.16185116635207597,0.1053212570985385,0.1419804561531416,0.15687959811127436,0.1448999597331576,0.0704769773059435,0.09744420692677086,0.1482155173034571,0.15134291163201902,0.09193932557226135,0.1006330054345038,0.07866180590559396,0.12448890909720842,0.08236051203598041,0.11618554170339272,0.11382199903201796,0.13222956458844637,0.157736802786925,0.1453092459387198,0.10630851270465189,0.11336803245250218,0.09888833772497174,0.10584520051756166,0.07544038939764584,0.13495195937031487,0.09217136215992616,0.11027160759011201,0.15532203916144258,0.10693612922894724,0.1628403836577589,0.16234793102852577,0.1313696690479457,0.09478025029801825,0.16199860126142543,0.16304486073912453,0.13741655584266632,0.14334636107848905,0.13437994295428948,0.10849851776329264,0.0868993297485026,0.14865747364181128,0.11475582373687211,0.0735755815638156,0.1699209203670457,0.10000738981605262,0.12555883791009426,0.1453754196461059,0.17230347736145102,0.0987815221460111,0.09835785057500512,0.10340520246802186,0.08437272778434457,0.07322486032758972,0.16504383483818072,0.11801514162491022,0.14971499752933431,0.09246658407090899]"
Travis Sanheim,"[0.14710936682256393,0.0992543379763289,0.144141137549532,0.1163308607778014,0.14302449116206947,0.09828262772661416,0.09910432646329156,0.16184208632116082,0.10531946305579205,0.1419768772343874,0.15687595345858069,0.14489995547677204,0.07047477970799901,0.09743790917600625,0.14821908874713224,0.15134050519676312,0.09193321253096508,0.10063197895209576,0.07865777125245367,0.12448728623500468,0.08235875417696156,0.11617823232393988,0.11381578379482478,0.13223855670351986,0.15774135753447072,0.14531119695486303,0.10630608720483455,0.11336602384517941,0.09889092972758935,0.10584234805786505,0.07543291653381537,0.1349565913880142,0.09217180242943798,0.110276270624909,0.15532826350877565,0.10694059248870233,0.1628449265056123,0.16234217568201378,0.13136851539308128,0.09478263476869883,0.16200758892992367,0.16304518815725053,0.13740840297022489,0.1433457456468258,0.1343729050213381,0.10849729793547662,0.08689470973650318,0.1486575397331037,0.11475609494460029,0.0735691834030251,0.16991556897363938,0.10001163251257934,0.12555528842997415,0.1453820819397034,0.17230865507382478,0.0987828055593382,0.09836061533000706,0.10340486423452548,0.08437183317780653,0.07322461722592481,0.16504930756221087,0.11801928420476751,0.14971911312318717,0.09246791714888777]"
Oskar Lindblom,"[0.146935790115332,0.09928678607330593,0.14412100806511258,0.11644788008028271,0.14294815456284168,0.09842980099405126,0.09917548694760106,0.16193438863871643,0.10534847127462113,0.14196283190104259,0.1569191939542573,0.14486434004698523,0.07055306124013491,0.09752761286918846,0.14817141627879513,0.15141545193854664,0.09200128624244282,0.10063345555139615,0.07874603316602076,0.12451485265063691,0.08238464624912925,0.11625643895509236,0.1138772441378686,0.1321415550805144,0.15762816980591296,0.1452548780012978,0.10635859076500513,0.11340047565004627,0.0988296381678285,0.10589050290534453,0.07554497286645817,0.1348874858345601,0.09213648006638682,0.11026115191015332,0.15526108639274064,0.10692519619125687,0.16278668165544313,0.16238454268617203,0.13139039735993502,0.09476987877781404,0.16187014207731246,0.16302885646668455,0.13754410045261684,0.1433456351222304,0.13445923111669303,0.108539609888953,0.08700107063919435,0.14860315959513218,0.11478910818668958,0.07364155526419838,0.17000391918144608,0.09996526360027141,0.1255943532961831,0.1452721910881714,0.17222032732180034,0.09881071796708302,0.09837482179279106,0.10341084409840769,0.08441292077949837,0.0732240471782958,0.16501604062402925,0.11793027982263449,0.1496414551264142,0.09240338354154125]"
Kevin Connauton,"[0.1470185334054868,0.09944378393646112,0.14423334303917615,0.11643214200813735,0.14310345272511824,0.09872098769108592,0.09924503537880537,0.16174405558556249,0.10546232823718531,0.14192260503643472,0.15677219857806152,0.14478140771490983,0.07063611849701784,0.09763352471297441,0.14827387553427904,0.1513111614986056,0.0918655875870154,0.1009456630554901,0.0787958181621382,0.1241703375441486,0.08254995836576078,0.1160817959192639,0.11371687496894656,0.1322033724481833,0.1574695052289542,0.14553796131758592,0.10640989569006845,0.11343239897893462,0.09885559105216765,0.10587838637331844,0.07570540885961762,0.13489729224671074,0.09224908505851162,0.11051876123161233,0.15526140725782903,0.10699631779978995,0.1628845752878244,0.16221655467614274,0.1311358724937424,0.09483594939666004,0.1618605222782195,0.16299913550491812,0.137451816170066,0.14308959905124186,0.13412747205975098,0.10816578385959374,0.08725772782291863,0.14854429687593623,0.11476259460959422,0.07372021725682251,0.16975687185083638,0.09995551401555221,0.12568435599854585,0.14527917253667988,0.17217476374010673,0.09904887645424698,0.09852038925302734,0.10330113193616226,0.08469006771505984,0.0734157024068014,0.16507283444803525,0.11811814436815304,0.14954375215133972,0.09256189307407321]"
Vince Dunn,"[0.14699382547068388,0.09918413265385266,0.144072507476483,0.11638393372484225,0.14290494993984076,0.0982135882021093,0.09910056867982177,0.16198161068404796,0.10527749283493822,0.14198009633819966,0.15697096918738054,0.14491974264331978,0.0704705093133265,0.09743051737299292,0.14813898289410388,0.15142837012376398,0.0920226030837227,0.10048921215915924,0.07866812037030392,0.12465869887107665,0.08229941406105645,0.11630297215036309,0.11393093062489353,0.13215177842851128,0.15777950013520314,0.145140397694976,0.10630687127317207,0.11335100657991112,0.09885999352421665,0.10587294032645969,0.0754098485723313,0.134917139073423,0.0921062774838529,0.11013258347161174,0.15530218954744582,0.10687942260116384,0.16275839289847235,0.16244690037541631,0.13150918069078796,0.09475129260891253,0.16195136147273417,0.16305717472559467,0.1375155209025486,0.1434843756519773,0.1345761384510032,0.10869895124263113,0.08681852957597025,0.1486707185178045,0.1147740098490976,0.07357354511455261,0.17007268342849174,0.09999829244374644,0.12553469376253992,0.1453255940312472,0.1722934787055497,0.09867415300183942,0.09829857470868915,0.10347852674282702,0.08424776214737092,0.07313929017833805,0.16499188153076483,0.11789127315316467,0.14973580867071848,0.09236784010446404]"
Ivan Barbashev,"[0.1469438527558342,0.09894501841268817,0.1439090646323464,0.11635738049601331,0.1427028045530553,0.09779428538469231,0.09898767843361078,0.16220995814217767,0.1051194550543659,0.14200493493777142,0.15716192367192056,0.14502943462559081,0.07034156377356955,0.0972715564122016,0.14799242637672455,0.15155394199292618,0.09215347851527486,0.10008797966337907,0.0785592651869747,0.12508887473399352,0.0820963455591966,0.11651958525972263,0.11414780536865589,0.13207145332502981,0.1580595159261631,0.144752185589181,0.10622623939196138,0.11326054903960757,0.09886174431814312,0.10588587593207906,0.07517028720255395,0.13491472697946819,0.09197602005901281,0.10976700989223691,0.15533841684046626,0.10674492596339784,0.16261257710594737,0.1626607467384885,0.13185881934949126,0.09468647790269959,0.16201294144612413,0.16311242928879677,0.13759370064712442,0.1438673384741344,0.1349998002237178,0.10918932541003837,0.08644566430562753,0.14878431109567108,0.11477796638383012,0.07346999328007361,0.17036610955356554,0.10003388219339093,0.1254137222794699,0.14534188780750015,0.17238451259157447,0.0983369950588695,0.09811360315935584,0.10367020792549032,0.08384808115588296,0.07290454413371165,0.16489758645701963,0.11767490913097751,0.14990271778009853,0.09218848179788723]"
Alexander Steen,"[0.1470957960484762,0.09924135908732303,0.14413101239399698,0.11633478245215641,0.14300488670047992,0.09827939122641208,0.09910369674843408,0.1618621482657012,0.10531493714967585,0.14197213214004503,0.1568890809849718,0.1448997750434849,0.07047597039106743,0.09743925902119331,0.14820525867727738,0.1513531303433364,0.0919411178708615,0.10061995834182055,0.07865677942136015,0.12450298993643698,0.08235650820405381,0.1161950036720839,0.11383324021419981,0.13222086841779315,0.157749900071207,0.14528721529734412,0.10630770481569407,0.11335631221531989,0.09889304726907064,0.10584800035305075,0.07543321481556484,0.13495027180894853,0.0921673921610435,0.11025308639092359,0.15532701117545258,0.10692307860076566,0.16282857655750307,0.16235664898167854,0.13138869251065835,0.0947832240318336,0.16200086658601712,0.16304896316944512,0.13742411301811444,0.14336826740306907,0.13439833977653942,0.1085217664326288,0.08688697230170073,0.14866259364482326,0.11475381400864834,0.07357498761417071,0.1699334170658978,0.10001121122958134,0.12555611810505085,0.14537340278093522,0.1723073808570872,0.0987679178132537,0.09835411483799847,0.10342258101610952,0.08435356313169913,0.07321955654827496,0.1650347043052766,0.11800568739661058,0.14972219776092868,0.09245798679112542]"
Vladimir Sobotka,"[0.14709980236366052,0.09927587084369405,0.14415353717856136,0.11633916028626629,0.14302996999620116,0.09834751390596935,0.099121612713575,0.16183216540145023,0.10533962651623854,0.1419659562972786,0.15686309555812858,0.14488181582941487,0.07049703451117194,0.0974668635963196,0.14822322073370592,0.15133672669151507,0.09192114634596277,0.10068194828636455,0.07867384459741651,0.12443745691394661,0.08239023044475659,0.11616668764660412,0.11380597838278203,0.1322262859303829,0.15770911652469646,0.14534119149684044,0.10632157354820798,0.11336730167970623,0.09889276538470658,0.10584846145436652,0.07547324591053788,0.1349473197687214,0.09218708547819628,0.11030367769583042,0.15532051454750037,0.10693716886546227,0.16284487224555033,0.16232735761346953,0.1313386856613515,0.09479367032811391,0.16198803685708618,0.16304134690331062,0.1374155345778114,0.1433155380001442,0.13433875608213663,0.10844967925779249,0.08694532541654908,0.14864709435068277,0.11475109050548256,0.07359557110558429,0.16989105467574261,0.10000502185353044,0.12557685408719324,0.14536675444555225,0.17229179816427007,0.09881700745694247,0.09838258984173784,0.10339894794273556,0.08441229627787937,0.07325657071452038,0.16504376935496717,0.11803651323412653,0.14969664231961852,0.09248548086283896]"
Joel Edmundson,"[0.1469849961682767,0.09924977923047867,0.1441080461468721,0.11640640429250645,0.14294812379492222,0.0983407254414257,0.09914097150941194,0.16193107482821945,0.10532323752112312,0.14196715875973737,0.15692766638705025,0.14488627880593014,0.07051505243973462,0.09748514003452124,0.14816714662595332,0.15140667989310777,0.09199077559623574,0.10059165092155489,0.07870528035507589,0.12455023363566442,0.08235805662241474,0.1162573368755172,0.11388556029831426,0.13215983040674253,0.15769806106872528,0.14522782879810758,0.10633413440446272,0.11337694552413094,0.0988493778996584,0.10587810795513393,0.07548672468391636,0.13490650883074617,0.09213367841571614,0.11022363992777971,0.1552873081510311,0.10691122041329096,0.16278457518716571,0.1623953045567265,0.13142288974633118,0.0947677884860027,0.16191915699487663,0.16304135632095296,0.13750894383749854,0.14339205169470132,0.13447967859399174,0.10857877283296986,0.08692875778775289,0.14863542623469014,0.1147762822176253,0.07361201920832701,0.17000724721074095,0.0999838586666169,0.12557065825492514,0.1453065626239125,0.17225775503535945,0.09876460054859339,0.09835183889006201,0.10343440743895004,0.08435528925845924,0.07320060702127715,0.1650132564317126,0.11793537900592688,0.14968522552251556,0.09240683622412546]"
Jan Rutta,"[0.1469301362652205,0.0994083826729284,0.14417630700740225,0.11648626067909958,0.143034176975988,0.0986817269851068,0.09925865313942535,0.161824166336228,0.10544071258288339,0.14191273597163942,0.1568354387592507,0.14479010261098385,0.07064392701398466,0.09763576972024558,0.1482174051219085,0.15137536363033702,0.09191234339917474,0.10084291925371558,0.07880893996631215,0.1242879791454529,0.08251465225644032,0.11616387303206044,0.11379340881953631,0.13215283522638385,0.15749023139360369,0.14541133707353396,0.10641435930569915,0.11343229684878274,0.09881736776252273,0.10590531054647936,0.07569479659463922,0.1348643824412009,0.09219482920384593,0.11043379591525233,0.15524711352902948,0.1069704365854836,0.1628250368004414,0.16227651486149297,0.13122602223509233,0.0948153022494884,0.1618205580702839,0.16300244700255326,0.13751790612122095,0.14318623584696438,0.1342640902259292,0.10830343184695873,0.08721703423226883,0.1485419176572106,0.11478360929611482,0.0737243869853356,0.16986331944192803,0.0999463080942899,0.12566923763886223,0.14523523087291282,0.1721558250723532,0.09898673959543364,0.09849421098159912,0.1033493612006782,0.08461852565805036,0.07335661689959307,0.16505070298995117,0.11802519303341204,0.14955234751454627,0.09248891683931859]"
Erik Gustafsson,"[0.14700985617348544,0.09921182408113156,0.14408948169118652,0.11638359615636688,0.14293625961820428,0.09825985084276713,0.09911455641367804,0.16194367434956886,0.10529694228371225,0.14197046216620776,0.1569442251514243,0.1449058503840314,0.07048548451282446,0.09744640690396021,0.148157840712223,0.15141017114631244,0.09199554046299746,0.10053998186563147,0.0786753575650092,0.1246010295809904,0.08232655018629337,0.11626957696128272,0.11390009270490987,0.1321673950913387,0.15775318488987042,0.14518688258103532,0.10631490179703171,0.11335758073889449,0.09886313991028912,0.10587106678250247,0.07543380948578178,0.1349203324396346,0.09212410304638523,0.11017941721211633,0.1553052474664947,0.10689629099349035,0.16277729165178187,0.1624145539434492,0.1314648834002022,0.09476394752506521,0.16195362896500115,0.16305110454124297,0.1374963600784628,0.14344086401903025,0.13451712002153873,0.1086362452173563,0.08686078833048148,0.14865826024468892,0.11477157191233392,0.07358370394519782,0.17002927853079403,0.09999825895058172,0.12554783272819403,0.1453293683254534,0.17228641113975568,0.09871666098806421,0.09832603391713292,0.10345947284986566,0.08429595118137144,0.07317128764994314,0.16500706414135288,0.11792357808364155,0.1497207085034819,0.09239376149940369]"
Alex DeBrincat,"[0.14701083319270875,0.09945043060720384,0.1442116547137612,0.11644760111035972,0.14310986030750744,0.09873448914242519,0.09926585628738002,0.16172791114376078,0.10547266731936263,0.14189308387773114,0.1567747171984289,0.1447719039037761,0.0706521789416233,0.09764549984647883,0.1482605343753404,0.15131974744121687,0.09183429962295929,0.10094491043387557,0.07879475398753397,0.12416540726405441,0.08256710890684807,0.11608260758610237,0.11372310468431701,0.13220185219393651,0.1574781538069586,0.14550823674193392,0.10641743651248747,0.11343034940486832,0.09884337505364502,0.10589167813658786,0.07571450935140299,0.1348870037178289,0.09224130450832992,0.11051990299597848,0.15527283351513896,0.10699725659446935,0.16286907182154967,0.16220537161438592,0.13113629746664326,0.09484596090004933,0.16186390725830532,0.16299693543509522,0.13744135196944238,0.1431112716711326,0.1341280561048846,0.10817133624680338,0.0872695916266363,0.14853759230768918,0.11476419609020369,0.0737319719479518,0.16975237119370729,0.09995956196490853,0.12568806284764425,0.14526996790572508,0.17216639348673451,0.09905843976744812,0.09854455285093644,0.10332043297119504,0.08469846107316259,0.0734237108307364,0.16508217409637663,0.1181139567528163,0.14954687591427196,0.09256227890278215]"
David Kampf,"[0.1470590619727329,0.09913154487025606,0.14405101582624688,0.11632849657446512,0.14289966124303072,0.09810887372881098,0.09905936241709129,0.16197725152179523,0.10524824003512216,0.14197488200915026,0.15698294430596674,0.1449439365767105,0.07042628966969904,0.09738044515026413,0.14812706873309733,0.15141892655303002,0.09199851343746715,0.10044379401393629,0.0786115271387792,0.12469420887328278,0.08227552957234568,0.11630499091016723,0.11394524922502593,0.1321658754577309,0.15787616293628462,0.1450985246028905,0.10627807905996131,0.11330942591552595,0.09889278158813956,0.10586232338572067,0.07533987063280259,0.13493895577831994,0.09210843789672395,0.11007700868772718,0.1553403122155173,0.10684697647265905,0.1627469821772103,0.16246047711276823,0.13155301314943527,0.09475719495257669,0.16201688524737512,0.16307566301515344,0.13747114703565552,0.14355393120943186,0.13460122146738646,0.10874760817852062,0.0867289511938187,0.14871550863575658,0.11475188051277932,0.07354393925043817,0.17007220488993277,0.10002429892808098,0.12550997303059308,0.14536728222806072,0.1723406816995452,0.09861430953324983,0.09827460216977602,0.10352317035149693,0.08417209931449783,0.0731197434012905,0.1649797329328184,0.11790196761249397,0.14979388597197002,0.09237630329420281]"
Zack Smith,"[0.1469664693245833,0.09920593564588397,0.14406433712522182,0.11641251809905839,0.14290715572198376,0.09828136344200697,0.09913331979691768,0.1619698382318107,0.10530071039256207,0.14195135921414698,0.15696697304011212,0.1448968207537087,0.07050331473779249,0.09746756067975469,0.14812829141306993,0.15143928138573745,0.09199866517441226,0.10052254345081005,0.07868712037100876,0.1246206819259822,0.08233561642566348,0.11630161248294783,0.1139348340918013,0.1321344501936789,0.15775489376716753,0.14513981475635904,0.1063256405253077,0.11335139262189693,0.09884628849346791,0.1058907330330034,0.07545380466110416,0.13489638864583706,0.09210839906497882,0.11015304679362067,0.1552994280484625,0.10687525407297452,0.16274309165576653,0.1624310877107036,0.13149120561485733,0.09476452776060226,0.1619269490071341,0.16305299343051421,0.13752522705976492,0.1434793980287331,0.13456232408576693,0.10867119662279205,0.08687240728267757,0.14865515786262185,0.11477529907662276,0.07360586772812888,0.1700606315464735,0.0999920264284428,0.1255550798184968,0.1452988363853453,0.1722674262936717,0.09870611090063301,0.09833351007673205,0.10348749505982413,0.08428429241238225,0.0731666122884909,0.16499139756302952,0.11789256430752104,0.1497153965250522,0.09237286248987847]"
Carl Dahlstrom,"[0.14706403736445958,0.09928051394826876,0.1441498280727096,0.11636321926227915,0.14301445531200638,0.09836824733667912,0.09913305628016873,0.16185360265043888,0.10534164565224102,0.1419668960368727,0.15687291386297225,0.14487683322880754,0.07050969210867863,0.09747960676552817,0.14821545698579663,0.1513527399322013,0.09194130709195879,0.10067547943110992,0.07869180446414335,0.12445105386354391,0.08238860413683086,0.11618324507570245,0.1138174321935312,0.1322098637563011,0.15768566828858438,0.145329239183332,0.10633030566898384,0.11337596762632667,0.09888039439880483,0.10585543602760075,0.07549019314307559,0.13493603483635921,0.0921775285146581,0.11029945096430474,0.15530627228855462,0.10693742475364697,0.16283600317683086,0.16233823669200448,0.13134666110323698,0.0947883632229303,0.16196114996047245,0.1630380188547763,0.13744482426358823,0.14331459420178314,0.134359723064245,0.1084647053715864,0.08696072949725989,0.1486356789607163,0.1147600230087599,0.07360433699551008,0.1699136034174978,0.09999614939199997,0.12558105808140121,0.1453468091343586,0.17227655119640337,0.09881927570513768,0.09838077617658142,0.10339695538992766,0.08441619437259952,0.07325049654827924,0.1650385043527195,0.11801520870465336,0.14968187227940202,0.0924681881191872]"
