Player,embedding
Blake Coleman,"[0.1468886698298258,0.09959291903118572,0.14427790872829385,0.11655604680124676,0.14313985615877414,0.09909103135923432,0.09938338735206202,0.1616938760376451,0.1055794090000803,0.14185950170693615,0.15671291562958553,0.14467890220434862,0.07078866969157539,0.09780909934769098,0.14828985225298622,0.15132184600965132,0.09182127758943595,0.10116761680322911,0.07892353808259014,0.12395118000505598,0.08270357490493432,0.11603738304416342,0.11366814072324709,0.1321467370410399,0.15724006966662404,0.1456624256678067,0.10650594528206014,0.11348884349774671,0.0988030363099244,0.1059276467956899,0.07594183614751504,0.1348258029434761,0.09228726361840568,0.11068895081016977,0.1551996743020814,0.10703287988114862,0.16288500597520542,0.1621327579845746,0.1309781526758548,0.09487701370853587,0.161711698332102,0.16295871955683777,0.13752368801793094,0.1429189167168125,0.13398080574189455,0.10794817487985119,0.0875599085765514,0.1484387979363326,0.11478091612854606,0.0738568952717958,0.169671126796822,0.09990302003352887,0.1257902582019858,0.1451640650850291,0.17204433747065476,0.09925524949934098,0.09865448184033596,0.10324081255982476,0.08493545517182825,0.07355673351932965,0.16508598423208262,0.1181551834638857,0.14939387967571074,0.09260455612865348]"
Nico Hischier,"[0.14698245348371036,0.09924108930879921,0.14409754042088854,0.1164089725297675,0.14294169870658804,0.09833771456295155,0.09914316299726289,0.16193498248607624,0.10532102360632413,0.1419552475136151,0.156933085835147,0.14488341514890946,0.07051759647251028,0.09748354298542727,0.14815925597871982,0.1514139973956316,0.09198581776973862,0.10058715563386339,0.07870134585675813,0.12455459282930229,0.08235989062384111,0.11626158934551827,0.11389214633977052,0.13215304976892978,0.15770750700772088,0.1452109579368093,0.10633534151719454,0.11336642592336092,0.09885384610270859,0.10588197126384645,0.07548377128860528,0.13490478424184504,0.09213247719926818,0.11021246148912753,0.1552931979436489,0.10690042694988962,0.16277485253548496,0.16239822821678213,0.13143436116915033,0.09477369204077785,0.16192234834366037,0.16304391782340566,0.13751257011326576,0.1434084056384256,0.1344882394137113,0.10859218090102611,0.08692373520774749,0.148637869148308,0.11477390993950307,0.07361388369362754,0.17001209588529428,0.09998790950531578,0.1255707190138128,0.14530446220796892,0.1722597722285882,0.09875836402787673,0.09835430579501696,0.1034503664688162,0.0843449255393361,0.07320147177135886,0.16500697199062256,0.11793112268262591,0.1496902387217137,0.09240288614358347]"
Jordie Benn,"[0.1470311032477189,0.09911062560854197,0.14403779288861582,0.11634129383264574,0.14287318288334336,0.09803617917554054,0.0990432447120036,0.16202045900699166,0.10522155301397201,0.14200785158590357,0.15701246483767156,0.14497099295333388,0.07040386515850229,0.09735364041616856,0.14811694799299863,0.15143682092480334,0.09204996877037855,0.10036043925176298,0.07861221864318275,0.12478838077186337,0.0822219550811139,0.11634362123464986,0.1139716500501097,0.13216673500303078,0.15788925189498346,0.1450498646062184,0.10626364064174294,0.11332971384916005,0.09886955944109249,0.10585934537201168,0.07530097743567533,0.13493980314803483,0.09207406991026355,0.11003443550552987,0.15532600030271548,0.10685998611795211,0.1627434931522589,0.16249817768482494,0.13159955983084545,0.09472615864310299,0.16200954237607573,0.16307448815310654,0.13749500860093022,0.14358632376464048,0.13467674829056936,0.10883058920401122,0.08667154301605295,0.14871633629559278,0.11477237976827971,0.07351349626858837,0.17013654164239084,0.1000179329601719,0.12548247751304117,0.14536700780252768,0.1723447478239928,0.09856626429394184,0.0982321559781539,0.1035157365581171,0.08412207264662631,0.07306075705927541,0.16498511537093097,0.11785119522391854,0.1498059929707522,0.09233121229452572]"
Brendan Gallagher,"[0.14705970310420136,0.09940054197131287,0.14421399386083805,0.11639770617443465,0.1430987845401957,0.09861914644634753,0.09921113963723606,0.1617495456219876,0.10543151259466997,0.1419262489332027,0.1567862938639764,0.14480673140786396,0.07059815412469156,0.09758318162436212,0.14826841356756934,0.15130861884190175,0.09186381325273485,0.1008882753722441,0.07875514732082302,0.12422552770073496,0.08251233552708757,0.11608778205036979,0.11372619687663778,0.13222151510566274,0.15753769673688928,0.14549511357557893,0.106385533860749,0.11341022969161965,0.09887526655458649,0.10586627658103678,0.07563779269469625,0.13491858337352178,0.09224051743177283,0.110472336608019,0.15528777630238572,0.10698443404998584,0.1628815407400727,0.16223386430656445,0.13117946065348698,0.09483307430186454,0.16191060592791393,0.16300974040157395,0.13742593473561507,0.1431423949297718,0.13415941282240973,0.10822635955543507,0.08717393038702154,0.1485721796431059,0.11475509624447498,0.07368259992269298,0.16977334537747357,0.09997570388878345,0.12565535036906947,0.14531395401596855,0.17221407489862256,0.09899611119038912,0.09849100459592743,0.10332829105154294,0.08462234424640123,0.07338334740769109,0.165071702291485,0.11811222724295216,0.14958956543874444,0.09255375403920718]"
Charles Hudon,"[0.13663442996238123,0.1186182375835009,0.13167204368239796,0.13353320311345054,0.15606977702752042,0.12228379283132919,0.13392771470494003,0.13155162260797854,0.11963843672967679,0.10271676448735063,0.14433018921250795,0.11695676942167274,0.09556968453590146,0.11127473756115697,0.12236967879105569,0.1438587660384613,0.07752261360568574,0.1310175921937419,0.10057320948398164,0.11543913153218789,0.11026437572302786,0.11755601328571294,0.11589307903818062,0.11576934138841331,0.1404764126904123,0.1314743717918572,0.12867916096797985,0.13910658173162493,0.09892875876360746,0.1197001318014973,0.11022955106769361,0.144538519713261,0.11480362723529008,0.1498661598309604,0.13450890302960364,0.13083663741047954,0.15170662556513984,0.13474314190871686,0.10341851242259226,0.09074369536748454,0.14721329826221002,0.1371845860667908,0.12940179940198823,0.13411526712626587,0.10518325509478309,0.11083952433915477,0.12790275137729437,0.12518526218992668,0.10555027944026778,0.11129188425081503,0.14738730209638984,0.12048377238857164,0.1366872262179405,0.10503597784925957,0.14437737715673574,0.13457242621162774,0.11868486117268746,0.10267625597187478,0.14074067983250785,0.09596308008019695,0.1646907355307279,0.10501790956024543,0.13253188559782314,0.11006394772124421]"
Daniel Carr,"[0.1469651845145594,0.09926955421738051,0.14410996747134186,0.11642267992440213,0.14294600358841061,0.0984345706787455,0.09917062003159399,0.16192335403889355,0.10535054079240294,0.14193198623683023,0.15691737000986458,0.1448546773926209,0.07055274421301633,0.09752727027914486,0.14816062311206568,0.15141290766825055,0.09196476293360913,0.1006598353955953,0.0787239949678111,0.12448258408924612,0.08240859232369033,0.11624791023897815,0.11388235487035894,0.13213016177618359,0.15766362961440739,0.14524542061186815,0.1063602727941693,0.11336336573269373,0.09885804427578086,0.10589319229549879,0.07554428739637138,0.1348889574404299,0.09215398887706935,0.1102474124772312,0.15528448908543546,0.10688944821132348,0.16276804503357212,0.16237862375622128,0.13139592232256234,0.09479278492871963,0.16189323935363123,0.16303912622897926,0.13752530012466993,0.14337250753491956,0.1344419826287506,0.1085281293714704,0.08699790416318097,0.14862358319615088,0.11476468615322176,0.07365581572877442,0.1699781384653641,0.09997993107333594,0.12560360080639468,0.14527896044766397,0.17223527883091758,0.098806844584088,0.09838888128319649,0.10345060616343749,0.08440041180664207,0.07324975980477522,0.16499503108021515,0.11795385267953157,0.14965890511534052,0.0924280399478437]"
Alex Galchenyuk,"[0.1471075942699812,0.09940719494831399,0.14422926216095172,0.11636806399732366,0.1431296263080736,0.09858748769719486,0.09919441453400948,0.16171402110205957,0.10542993765779035,0.1419422312654777,0.1567683523925331,0.14481747842968898,0.07057643261468653,0.09756562940248137,0.14828845939082616,0.15128000575789785,0.0918455320358749,0.10089203047178824,0.07873866939149854,0.12421045856734605,0.08250775977326344,0.1160628239450847,0.11370393066411537,0.1322569364859082,0.1575585730176509,0.14552948511083885,0.10637020756739955,0.11341668681821272,0.09887875256795998,0.10585208516686304,0.07561441448107514,0.13493559888697476,0.0922491068795382,0.11049353316033116,0.15529822367137433,0.10700379245612583,0.16290814214327803,0.16221488043140708,0.13115667187345492,0.09482831263524068,0.16194263962284094,0.16301087447624088,0.13738058292900068,0.14312532219680504,0.13412741365376812,0.10819601113885333,0.08715622460775502,0.1485824960952615,0.1147515668948928,0.07366340284611897,0.1697425700099806,0.09998189413228012,0.1256461291469769,0.14534280018376244,0.17223078400053285,0.09899795381615838,0.09849067531731699,0.10330597398160132,0.08462919224536976,0.07338284929550368,0.16509173303588262,0.11814044538119585,0.1496030745130722,0.09257488660057116]"
Nicolas Deslauriers,"[0.14703185804008617,0.0996044581370014,0.14432237743580958,0.11646949489228559,0.14323393619772037,0.09901142080133978,0.09933617380089141,0.16159068279463942,0.10557153979155161,0.14188506061037862,0.156652122981205,0.144699818899384,0.07073509461486309,0.0977492076704625,0.14835749881280313,0.1512416584569849,0.09176703216846925,0.10120448956527123,0.07887351338938768,0.12388986489035364,0.08269254701310695,0.11594583236066784,0.11358421256471932,0.13224867076171903,0.15728390332312628,0.14576813639275912,0.10646993722474364,0.11349026723538545,0.09884134750840172,0.10587989069995257,0.07587324963814239,0.1348864771817438,0.0923249958659803,0.11075830930748383,0.1552408953651155,0.10708312106569341,0.16296526255442978,0.16207180476389246,0.1309118352467215,0.09488272238142528,0.16181156249681639,0.16296033643638022,0.13740449053200685,0.14285397104494438,0.13385888596798706,0.10785487044207541,0.0875157325924773,0.14846176429824404,0.11476369352440015,0.07379753369492245,0.1695697686701155,0.09993216319525769,0.12576611179790934,0.14525422127482765,0.1721043362120955,0.09927576321431505,0.09865767633020146,0.1031890007454569,0.08495683802971757,0.07357177856086708,0.1651370553728294,0.11824809545211573,0.14943123368426725,0.09267161670470074]"
Andrew Shaw,"[0.1469986335350114,0.09923957347470205,0.14410542492473316,0.11639650884983174,0.14294809466081235,0.09833228623431463,0.09913543588284483,0.161927914856115,0.10531951765146277,0.14195966816249858,0.15692653523290906,0.14488489555279033,0.07051118004352658,0.09747718567079118,0.14816669420286746,0.1514051074901234,0.09198340153150103,0.10059585448557949,0.07869576894223881,0.12454422248354485,0.08235975670613387,0.11625213330641695,0.1138832074708379,0.1321599439357567,0.15771124168237657,0.14522666347810834,0.10633169364238063,0.11336252599997286,0.09886362464914625,0.10587595659021327,0.07547812577750457,0.134912149075781,0.09214051219031337,0.11021756481379728,0.15529635203221495,0.10689991460228192,0.16278318476554404,0.16239390682342242,0.13142779315524994,0.09477565171400942,0.16193190533137533,0.16304569539546437,0.13750377103444741,0.1433995111473189,0.13447420029776141,0.10857972119354517,0.08691984905150509,0.1486426174612895,0.114769602934372,0.07360916707047888,0.17000052714993483,0.09999082157257559,0.1255702574780904,0.14531409697054343,0.17226716155680555,0.098759321846917,0.09835203468967062,0.10344584739405371,0.08434578828678257,0.07320597524677465,0.16500640708485306,0.11794336189100353,0.14969304280894236,0.09241119300792557]"
Cody Ceci,"[0.14693134815291245,0.09937115393328318,0.1441636235320045,0.11647544632872654,0.1430097806073969,0.09860360070217694,0.09923116952214052,0.16185897526240509,0.10541022627710811,0.14193206761831495,0.15685862463594957,0.14481350149674255,0.07061507222631104,0.09759944502761043,0.14820848761229288,0.15138701935158463,0.09194661184657472,0.1007798054665258,0.07879185721294853,0.1243575230586028,0.08247017382354789,0.11618856856623454,0.1138138937674709,0.1321525497881898,0.1575255540402164,0.14537152844836165,0.10639661128564631,0.11342372346873775,0.09882363976691197,0.10589718928504167,0.07564702149733235,0.1348746173685875,0.09217812571314463,0.11038553017257632,0.1552500532389238,0.10696030206904202,0.16281886478918223,0.1623093130870309,0.13127501564119262,0.09480067112440994,0.1618344379909506,0.16300971903809988,0.1375299847864556,0.1432264672335462,0.1343202395094234,0.10837374041608955,0.08715112671449574,0.14855843468509933,0.1147870528996254,0.07369448304408985,0.16990687976971294,0.09995204332972697,0.12564452606801307,0.1452489147234492,0.17217714327952888,0.0989348556138823,0.0984546653106985,0.10336240680008282,0.08455622300323104,0.07331468540458921,0.16504123444738483,0.11799656780858662,0.14957729559565489,0.09246080431103218]"
Derick Brassard,"[0.14713650702494954,0.09925939667544041,0.14414265581479088,0.11631612971978149,0.14304240395590404,0.09829720926405089,0.0991077315232503,0.16181255251644977,0.10532971463773697,0.1419600471887251,0.15686159258121157,0.1448930813825747,0.0704783563125746,0.09744326291901988,0.14822230871461298,0.15132757043272052,0.09189732876418374,0.10066107092008904,0.07864600932782585,0.12444834638941714,0.08238124812625496,0.11615758287488788,0.11380358017446547,0.1322465127857188,0.15775392914025027,0.14532605611391594,0.1063067118768201,0.11335375284346107,0.09890207019622604,0.10584326485632084,0.07543866604345766,0.13495923631089782,0.09218646751538175,0.11029071905384437,0.15534355648384182,0.10693557482168056,0.1628464624278159,0.1623219066849409,0.13134949591361342,0.0947976064697422,0.16202558593468463,0.16304748118520584,0.13738159210370088,0.1433426536567554,0.13433897644390422,0.10846340039297929,0.08690672251670378,0.14866306740647708,0.11474465357032325,0.07357780608477604,0.1698816181898837,0.10001869967459333,0.12556261649176664,0.1453913064471919,0.17231305832875085,0.09879815195247625,0.09838019650275774,0.10341324748294908,0.08438667868258733,0.07324903548001939,0.16505265847979364,0.11804650758975765,0.14972467499312117,0.09249215834599737]"
Jean-Gabriel Pageau,"[0.14710912477174998,0.09927212172768717,0.14415319883600825,0.1163331574207153,0.14303508473294047,0.09832514843490302,0.09911471566402576,0.1618290804087692,0.10533364684954345,0.14197120027308233,0.15686269441632322,0.1448883700718494,0.07048834145149378,0.09745521794869226,0.14822731019649543,0.15133312110780817,0.09192271127390761,0.10066981232368315,0.07866778324326504,0.12444907779369975,0.08237959324219826,0.11616413389222363,0.11380252642980195,0.13223691980279825,0.1577173708244182,0.14533937475897757,0.10631583109429976,0.11336946001658652,0.09889328146715953,0.10584332750892474,0.07545838890492854,0.13495365062858303,0.0921841201996774,0.11030194917441308,0.1553243157384407,0.10694405468366881,0.16285077817532495,0.16232782265397108,0.1313421336995239,0.09479009628611584,0.16199824238510252,0.1630413468919078,0.13740736157774927,0.14331754989733916,0.13434011732476328,0.1084576058791334,0.08692949040288121,0.14864947425936256,0.11475263807696835,0.0735838946568912,0.169892507044397,0.10000818349643296,0.12556895855295666,0.14537605430777328,0.1722996133718714,0.09881041150363916,0.09837635765823399,0.10339547058780005,0.08440384846049329,0.07324767164218805,0.1650502041561139,0.1180362419537278,0.14970395733144037,0.0924840107164659]"
Mark Stone,"[0.14714483541675938,0.0991333287075011,0.14407809569831065,0.11627523461233119,0.14295406179527637,0.09803308594295199,0.09902294053869856,0.16192254831404918,0.1052348678363932,0.1420048489168765,0.1569511995857611,0.14496782901022262,0.07038364858693233,0.09733241000819111,0.1481694684694858,0.15137056055981984,0.0919799027329558,0.10044099577018586,0.07857850018317515,0.1246839655416897,0.08225048510654966,0.1162561515423299,0.1138966081785418,0.13223463479853562,0.15790768628032675,0.14515473419965796,0.10624891297513865,0.11331847825974507,0.09891050116310461,0.10582983827026858,0.07528253281021415,0.13498000732708737,0.09212260076834679,0.11010961518082081,0.1553620922345671,0.10688618292290394,0.16280063915892368,0.1624321591917789,0.1315226508888407,0.09475057265434685,0.16208024732677676,0.16307609453017322,0.1374002094721247,0.14351915647179217,0.1345444572038775,0.10871122408451647,0.08668146983708783,0.14873010147974342,0.11474807220239538,0.07349457146306222,0.1700258690797261,0.10004057053219226,0.12548488859494025,0.14542774623316546,0.17238074630100172,0.09861307303906863,0.09826198915153977,0.10348386779339719,0.08417133020880545,0.07311070276317178,0.1650167865191946,0.11794742060973952,0.1498216686675693,0.09240580456648337]"
